node,book,chapter,verse,lang,lex,stem,tense,func,pdp,word_order,pred
151764,1_Samuel,17,43,Hebrew,BW>,qal,ptca,PreC,verb,SV,
151805,1_Samuel,17,45,Hebrew,BW>,qal,ptca,PreC,verb,SV,
151817,1_Samuel,17,45,Hebrew,BW>,qal,ptca,PreC,verb,SV,
152080,1_Samuel,17,55,Hebrew,JY>,qal,ptca,PreC,verb,V,
152299,1_Samuel,18,7,Hebrew,FXQ,piel,ptca,Subj,adjv,S,<NH==
152343,1_Samuel,18,9,Hebrew,<JN,qal,ptca,PreC,verb,SV,HJH
152372,1_Samuel,18,10,Hebrew,NGN,piel,ptca,PreC,verb,SV,
152446,1_Samuel,18,14,Hebrew,FKL,hif,ptca,PreC,verb,SV,HJH
152455,1_Samuel,18,15,Hebrew,FKL,hif,ptca,PreC,verb,SV,
152466,1_Samuel,18,16,Hebrew,>HB,qal,ptca,PreC,verb,SV,
152471,1_Samuel,18,16,Hebrew,JY>,qal,ptca,PreC,verb,SV,
152473,1_Samuel,18,16,Hebrew,BW>,qal,ptca,PreC,verb,V,
152640,1_Samuel,18,23,Hebrew,QLL,nif,ptca,PreC,verb,V,
152689,1_Samuel,18,25,Hebrew,>JB,qal,ptca,Cmpl,subs,,NQM
152794,1_Samuel,18,29,Hebrew,>JB,qal,ptca,PreC,verb,SV,HJH
152848,1_Samuel,19,2,Hebrew,BQC,piel,ptca,PreC,verb,VS,
153032,1_Samuel,19,9,Hebrew,JCB,qal,ptca,PreC,verb,SV,
153039,1_Samuel,19,9,Hebrew,NGN,piel,ptca,PreC,verb,SV,
153103,1_Samuel,19,11,Hebrew,MLV,piel,ptca,PreC,verb,V,
153110,1_Samuel,19,11,Hebrew,MWT,hof,ptcp,PreC,verb,SV,
153158,1_Samuel,19,14,Hebrew,XLH,qal,ptca,PreC,verb,VS,
153207,1_Samuel,19,17,Hebrew,>JB,qal,ptca,Objc,subs,,CLX
153277,1_Samuel,19,20,Hebrew,NB>,nif,ptca,PreC,verb,V,
153280,1_Samuel,19,20,Hebrew,<MD,qal,ptca,PreC,verb,SV,
153281,1_Samuel,19,20,Hebrew,NYB,nif,ptca,PreC,verb,V,
153435,1_Samuel,20,1,Hebrew,BQC,piel,ptca,PreC,verb,V,
153764,1_Samuel,20,15,Hebrew,>JB,qal,ptca,Objc,subs,S,KRT
153783,1_Samuel,20,16,Hebrew,>JB,qal,ptca,Cmpl,subs,S,BQC
154074,1_Samuel,20,30,Hebrew,BXR,qal,ptca,PreC,verb,VS,
154204,1_Samuel,20,36,Hebrew,JRH=,hif,ptca,PreC,verb,SV,
154477,1_Samuel,21,6,Hebrew,<YR,qal,ptcp,PreC,verb,SV,
154520,1_Samuel,21,7,Hebrew,SWR,hof,ptcp,PreC,verb,V,
154543,1_Samuel,21,8,Hebrew,<YR,nif,ptca,PreC,verb,V,
154587,1_Samuel,21,9,Hebrew,NXY,qal,ptcp,PreC,verb,SV,HJH
154604,1_Samuel,21,10,Hebrew,LWV,qal,ptcp,PreC,verb,V,
154725,1_Samuel,21,15,Hebrew,CG<,hit,ptca,Objc,adjv,,R>H
154873,1_Samuel,22,6,Hebrew,JCB,qal,ptca,PreC,verb,SV,
154890,1_Samuel,22,6,Hebrew,NYB,nif,ptca,PreC,verb,SV,
154898,1_Samuel,22,7,Hebrew,NYB,nif,ptca,PreC,verb,V,
154927,1_Samuel,22,8,Hebrew,GLH,qal,ptca,PreC,verb,V,
154938,1_Samuel,22,8,Hebrew,XLH,qal,ptca,PreC,verb,V,
154942,1_Samuel,22,8,Hebrew,GLH,qal,ptca,PreC,verb,V,
154965,1_Samuel,22,9,Hebrew,NYB,nif,ptca,PreC,verb,SV,
154975,1_Samuel,22,9,Hebrew,BW>,qal,ptca,PreC,verb,V,
155084,1_Samuel,22,14,Hebrew,>MN,nif,ptca,PreC,verb,V,
155090,1_Samuel,22,14,Hebrew,SWR,qal,ptca,PreC,verb,V,
155094,1_Samuel,22,14,Hebrew,KBD,nif,ptca,PreC,verb,V,
155147,1_Samuel,22,17,Hebrew,RWY,qal,ptca,Cmpl,subs,S,>MR
155149,1_Samuel,22,17,Hebrew,NYB,nif,ptca,PreC,verb,V,
155165,1_Samuel,22,17,Hebrew,BRX,qal,ptca,PreC,verb,VS,
155222,1_Samuel,22,18,Hebrew,NF>,qal,ptca,PreC,verb,V,
155332,1_Samuel,23,1,Hebrew,LXM,nif,ptca,PreC,verb,SV,
155337,1_Samuel,23,1,Hebrew,CSH,qal,ptca,PreC,verb,SV,
155409,1_Samuel,23,4,Hebrew,NTN,qal,ptca,PreC,verb,SV,
155438,1_Samuel,23,5,Hebrew,JCB,qal,ptca,Objc,subs,S,JC<
155505,1_Samuel,23,9,Hebrew,XRC=,hif,ptca,PreC,verb,SV,
155527,1_Samuel,23,10,Hebrew,BQC,piel,ptca,PreC,verb,VS,
155702,1_Samuel,23,17,Hebrew,JD<,qal,ptca,PreC,verb,SV,
155734,1_Samuel,23,19,Hebrew,STR,hit,ptca,PreC,verb,SV,
155772,1_Samuel,23,21,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
155907,1_Samuel,23,26,Hebrew,XPZ,nif,ptca,PreC,verb,SV,HJH
155917,1_Samuel,23,26,Hebrew,<VR,qal,ptca,PreC,verb,SV,
155999,1_Samuel,24,3,Hebrew,BXR,qal,ptcp,PreC,verb,V,
156043,1_Samuel,24,4,Hebrew,JCB,qal,ptca,PreC,verb,SV,
156058,1_Samuel,24,5,Hebrew,NTN,qal,ptca,PreC,verb,SV,
156060,1_Samuel,24,5,Hebrew,>JB,qal,ptca,Objc,subs,SV,
156201,1_Samuel,24,10,Hebrew,BQC,piel,ptca,PreC,verb,SV,
156274,1_Samuel,24,12,Hebrew,YDH,qal,ptca,PreC,verb,SV,
156316,1_Samuel,24,15,Hebrew,RDP,qal,ptca,PreC,verb,SV,
156412,1_Samuel,24,20,Hebrew,>JB,qal,ptca,Objc,subs,S,MY>
156570,1_Samuel,25,4,Hebrew,GZZ,qal,ptca,PreC,verb,VS,
156623,1_Samuel,25,7,Hebrew,R<H,qal,ptca,Subj,subs,S,HJH
156710,1_Samuel,25,10,Hebrew,PRY,hit,ptca,PreC,verb,V,
156728,1_Samuel,25,11,Hebrew,GZZ,qal,ptca,Cmpl,subs,,VBX
156853,1_Samuel,25,16,Hebrew,R<H,qal,ptca,PreC,verb,V,
156894,1_Samuel,25,18,Hebrew,<FH,qal,ptcp,Objc,adjv,,LQX
156919,1_Samuel,25,19,Hebrew,BW>,qal,ptca,PreC,verb,V,
156929,1_Samuel,25,20,Hebrew,RKB,qal,ptca,PreC,verb,SV,HJH
156934,1_Samuel,25,20,Hebrew,JRD,qal,ptca,PreC,verb,V,
156944,1_Samuel,25,20,Hebrew,JRD,qal,ptca,PreC,verb,SV,
156984,1_Samuel,25,22,Hebrew,>JB,qal,ptca,Cmpl,subs,S,<FH
156998,1_Samuel,25,22,Hebrew,CTN,hif,ptca,PreC,verb,V,
157104,1_Samuel,25,26,Hebrew,>JB,qal,ptca,Subj,subs,S,HJH
157107,1_Samuel,25,26,Hebrew,BQC,piel,ptca,PreC,verb,V,
157128,1_Samuel,25,27,Hebrew,HLK,hit,ptca,PreC,verb,V,
157144,1_Samuel,25,28,Hebrew,>MN,nif,ptca,Objc,adjv,S,<FH
157149,1_Samuel,25,28,Hebrew,LXM,nif,ptca,PreC,verb,SV,
157171,1_Samuel,25,29,Hebrew,YRR,qal,ptcp,PreC,verb,SV,HJH
157247,1_Samuel,25,32,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
157260,1_Samuel,25,33,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
157263,1_Samuel,25,33,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
157306,1_Samuel,25,34,Hebrew,CTN,hif,ptca,PreC,verb,V,
157421,1_Samuel,25,39,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
157509,1_Samuel,25,42,Hebrew,HLK,qal,ptca,PreC,verb,V,
157564,1_Samuel,26,1,Hebrew,STR,hit,ptca,PreC,verb,SV,
157612,1_Samuel,26,3,Hebrew,JCB,qal,ptca,PreC,verb,SV,
157627,1_Samuel,26,4,Hebrew,RGL,piel,ptca,Objc,subs,S,CLX
157665,1_Samuel,26,5,Hebrew,CKB,qal,ptca,PreC,verb,SV,
157672,1_Samuel,26,5,Hebrew,XNH,qal,ptca,PreC,verb,SV,
157718,1_Samuel,26,7,Hebrew,CKB,qal,ptca,PreC,verb,SV,
157725,1_Samuel,26,7,Hebrew,M<K,qal,ptcp,PreC,verb,SV,
157735,1_Samuel,26,7,Hebrew,CKB,qal,ptca,PreC,verb,SV,
157747,1_Samuel,26,8,Hebrew,>JB,qal,ptca,Objc,subs,S,SGR
158003,1_Samuel,26,18,Hebrew,RDP,qal,ptca,PreC,verb,SV,
158035,1_Samuel,26,19,Hebrew,>RR,qal,ptcp,PreC,verb,VS,
158182,1_Samuel,26,25,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
158383,1_Samuel,27,8,Hebrew,JCB,qal,ptca,PreC,verb,SV,
158550,1_Samuel,28,2,Hebrew,CMR,qal,ptca,Objc,subs,,
158726,1_Samuel,28,9,Hebrew,NQC,hit,ptca,PreC,verb,SV,
158805,1_Samuel,28,13,Hebrew,<LH,qal,ptca,PreC,verb,V,
158821,1_Samuel,28,14,Hebrew,<VH,qal,ptca,PreC,verb,SV,
158853,1_Samuel,28,15,Hebrew,LXM,nif,ptca,PreC,verb,SV,
159134,1_Samuel,29,1,Hebrew,XNH,qal,ptca,PreC,verb,SV,
159144,1_Samuel,29,2,Hebrew,<BR,qal,ptca,PreC,verb,SV,
159154,1_Samuel,29,2,Hebrew,<BR,qal,ptca,PreC,verb,SV,
159367,1_Samuel,29,8,Hebrew,>JB,qal,ptca,Cmpl,subs,,LXM
159501,1_Samuel,30,3,Hebrew,FRP,qal,ptcp,PreC,verb,V,
159639,1_Samuel,30,9,Hebrew,JTR,nif,ptca,Subj,subs,S,<MD
159795,1_Samuel,30,16,Hebrew,NVC,qal,ptcp,PreC,verb,V,
159801,1_Samuel,30,16,Hebrew,>KL,qal,ptca,PreC,verb,V,
159803,1_Samuel,30,16,Hebrew,CTH,qal,ptca,PreC,verb,V,
159805,1_Samuel,30,16,Hebrew,XGG,qal,ptca,PreC,verb,V,
160020,1_Samuel,30,23,Hebrew,BW>,qal,ptca,PreC,verb,V,
160037,1_Samuel,30,24,Hebrew,JRD,qal,ptca,PreC,verb,V,
160045,1_Samuel,30,24,Hebrew,JCB,qal,ptca,PreC,verb,V,
160181,1_Samuel,31,1,Hebrew,LXM,nif,ptca,PreC,verb,SV,
160228,1_Samuel,31,3,Hebrew,JRH=,hif,ptca,Subj,subs,S,
160238,1_Samuel,31,3,Hebrew,JRH=,hif,ptca,Cmpl,subs,,XJL
160243,1_Samuel,31,4,Hebrew,NF>,qal,ptca,Cmpl,subs,S,>MR
160264,1_Samuel,31,4,Hebrew,NF>,qal,ptca,Subj,subs,S,>BH
160280,1_Samuel,31,5,Hebrew,NF>,qal,ptca,Subj,subs,S,R>H
160301,1_Samuel,31,6,Hebrew,NF>,qal,ptca,Subj,subs,S,MWT
160370,1_Samuel,31,8,Hebrew,NPL,qal,ptca,PreC,verb,V,
160413,1_Samuel,31,11,Hebrew,JCB,qal,ptca,Subj,subs,S,CM<
160505,2_Samuel,1,2,Hebrew,QR<,qal,ptcp,PreC,verb,SV,
160579,2_Samuel,1,5,Hebrew,NGD,hif,ptca,PreC,verb,V,
160594,2_Samuel,1,6,Hebrew,NGD,hif,ptca,PreC,verb,V,
160605,2_Samuel,1,6,Hebrew,C<N,nif,ptca,PreC,verb,SV,
160733,2_Samuel,1,13,Hebrew,NGD,hif,ptca,PreC,verb,V,
160818,2_Samuel,1,18,Hebrew,KTB,qal,ptcp,PreC,verb,V,
160924,2_Samuel,1,24,Hebrew,<LH,hif,ptca,PreC,verb,V,
161060,2_Samuel,2,5,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
161467,2_Samuel,2,23,Hebrew,BW>,qal,ptca,PreC,verb,V,
161700,2_Samuel,3,1,Hebrew,HLK,qal,ptca,PreC,verb,SV,
161706,2_Samuel,3,1,Hebrew,HLK,qal,ptca,PreC,verb,SV,
161785,2_Samuel,3,6,Hebrew,XZQ,hit,ptca,PreC,verb,SV,HJH
161945,2_Samuel,3,13,Hebrew,C>L,qal,ptca,PreC,verb,SV,
162036,2_Samuel,3,17,Hebrew,BQC,piel,ptca,PreC,verb,V,HJH
162067,2_Samuel,3,18,Hebrew,>JB,qal,ptca,Cmpl,subs,,JC<
162257,2_Samuel,3,25,Hebrew,<FH,qal,ptca,PreC,verb,SV,
162345,2_Samuel,3,29,Hebrew,ZWB,qal,ptca,Subj,subs,S,KRT
162347,2_Samuel,3,29,Hebrew,YR<,pual,ptcp,Subj,subs,S,KRT
162349,2_Samuel,3,29,Hebrew,XZQ,hif,ptca,PreC,verb,V,
162354,2_Samuel,3,29,Hebrew,NPL,qal,ptca,PreC,verb,V,
162406,2_Samuel,3,31,Hebrew,HLK,qal,ptca,PreC,verb,SV,
162448,2_Samuel,3,34,Hebrew,>SR,qal,ptcp,PreC,verb,SV,
162580,2_Samuel,3,39,Hebrew,MCX,qal,ptcp,PreC,verb,VS,
162594,2_Samuel,3,39,Hebrew,<FH,qal,ptca,Cmpl,subs,S,CLM
162653,2_Samuel,4,3,Hebrew,GWR,qal,ptca,PreC,verb,V,HJH
162681,2_Samuel,4,4,Hebrew,>MN,qal,ptca,Subj,subs,S,
162717,2_Samuel,4,5,Hebrew,CKB,qal,ptca,PreC,verb,SV,
162748,2_Samuel,4,7,Hebrew,CKB,qal,ptca,PreC,verb,SV,
162841,2_Samuel,4,10,Hebrew,NGD,hif,ptca,PreC,verb,V,
162852,2_Samuel,4,10,Hebrew,BFR,piel,ptca,PreC,subs,SV,HJH
162957,2_Samuel,5,2,Hebrew,JY>,hif,ptca,PreC,verb,V,
162960,2_Samuel,5,2,Hebrew,BW>,hif,ptca,PreC,verb,V,
163051,2_Samuel,5,6,Hebrew,JCB,qal,ptca,Cmpl,subs,S,HLK
163095,2_Samuel,5,8,Hebrew,NKH,hif,ptca,PreC,verb,V,
163324,2_Samuel,5,20,Hebrew,>JB,qal,ptca,Objc,subs,S,PRY
163457,2_Samuel,6,2,Hebrew,JCB,qal,ptca,PreC,verb,V,
163485,2_Samuel,6,3,Hebrew,NHG,qal,ptca,PreC,verb,SV,
163505,2_Samuel,6,4,Hebrew,HLK,qal,ptca,PreC,verb,SV,
163516,2_Samuel,6,5,Hebrew,FXQ,piel,ptca,PreC,verb,SV,
163702,2_Samuel,6,13,Hebrew,NF>,qal,ptca,Subj,subs,S,Y<D
163714,2_Samuel,6,14,Hebrew,KRR,piel,ptca,PreC,verb,SV,
163723,2_Samuel,6,14,Hebrew,XGR,qal,ptcp,PreC,verb,SV,
163732,2_Samuel,6,15,Hebrew,<LH,hif,ptca,PreC,verb,SV,
163765,2_Samuel,6,16,Hebrew,KRR,piel,ptca,PreC,verb,V,
163888,2_Samuel,6,20,Hebrew,GLH,nif,ptca,Subj,subs,S,GLH
163969,2_Samuel,7,1,Hebrew,>JB,qal,ptca,Cmpl,subs,S,NWX
163981,2_Samuel,7,2,Hebrew,JCB,qal,ptca,PreC,verb,SV,
163989,2_Samuel,7,2,Hebrew,JCB,qal,ptca,PreC,verb,SV,
164063,2_Samuel,7,6,Hebrew,HLK,hit,ptca,PreC,verb,V,HJH
164139,2_Samuel,7,9,Hebrew,>JB,qal,ptca,Objc,subs,,KRT
164190,2_Samuel,7,11,Hebrew,CPV,qal,ptca,Objc,subs,,YWH
164199,2_Samuel,7,11,Hebrew,>JB,qal,ptca,Cmpl,subs,,NWX
164292,2_Samuel,7,16,Hebrew,KWN,nif,ptca,PreC,verb,SV,HJH
164441,2_Samuel,7,23,Hebrew,JR>,nif,ptca,Objc,subs,,<FH
164511,2_Samuel,7,26,Hebrew,KWN,nif,ptca,PreC,verb,SV,HJH
164643,2_Samuel,8,2,Hebrew,NF>,qal,ptca,PreC,subs,SV,HJH
164722,2_Samuel,8,6,Hebrew,NF>,qal,ptca,PreC,subs,SV,HJH
164913,2_Samuel,8,15,Hebrew,<FH,qal,ptca,PreC,verb,SV,HJH
164931,2_Samuel,8,16,Hebrew,ZKR,hif,ptca,PreC,verb,SV,
165130,2_Samuel,9,8,Hebrew,MWT,qal,ptca,Cmpl,adjv,,PNH
165216,2_Samuel,9,11,Hebrew,>KL,qal,ptca,PreC,verb,SV,
165243,2_Samuel,9,13,Hebrew,JCB,qal,ptca,PreC,verb,SV,
165314,2_Samuel,10,3,Hebrew,KBD,piel,ptca,PreC,verb,VS,
165323,2_Samuel,10,3,Hebrew,NXM,piel,ptca,Objc,subs,,CLX
165377,2_Samuel,10,5,Hebrew,KLM,nif,ptca,PreC,verb,SV,HJH
165485,2_Samuel,10,9,Hebrew,BXR,qal,ptcp,Cmpl,subs,,BXR
165737,2_Samuel,11,1,Hebrew,JCB,qal,ptca,PreC,verb,SV,
165762,2_Samuel,11,2,Hebrew,RXY,qal,ptca,Objc,adjv,,R>H
165807,2_Samuel,11,4,Hebrew,QDC,hit,ptca,PreC,verb,SV,
165927,2_Samuel,11,10,Hebrew,BW>,qal,ptca,PreC,verb,SV,
165944,2_Samuel,11,11,Hebrew,JCB,qal,ptca,PreC,verb,SV,
165958,2_Samuel,11,11,Hebrew,XNH,qal,ptca,PreC,verb,SV,
166259,2_Samuel,11,24,Hebrew,JRH=,hif,ptca,Subj,subs,S,JRH=
166381,2_Samuel,12,1,Hebrew,RWC,qal,ptca,PreC,verb,SV,
166448,2_Samuel,12,4,Hebrew,>RX,qal,ptca,Cmpl,subs,,<FH
166450,2_Samuel,12,4,Hebrew,BW>,qal,ptca,PreC,verb,V,
166459,2_Samuel,12,4,Hebrew,RWC,qal,ptca,Objc,adjv,,LQX
166466,2_Samuel,12,4,Hebrew,BW>,qal,ptca,PreC,verb,V,
166488,2_Samuel,12,5,Hebrew,<FH,qal,ptca,PreC,verb,V,
166626,2_Samuel,12,11,Hebrew,QWM,hif,ptca,PreC,verb,V,
166696,2_Samuel,12,14,Hebrew,>JB,qal,ptca,Objc,subs,,N>Y
166927,2_Samuel,12,23,Hebrew,YWM,qal,ptca,PreC,verb,SV,
166934,2_Samuel,12,23,Hebrew,HLK,qal,ptca,PreC,verb,SV,
167206,2_Samuel,13,4,Hebrew,>HB,qal,ptca,PreC,verb,SV,
167534,2_Samuel,13,18,Hebrew,CRT,piel,ptca,Subj,subs,S,JY>
167594,2_Samuel,13,20,Hebrew,CMM,qal,ptca,PreC,verb,V,
167644,2_Samuel,13,23,Hebrew,GZZ,qal,ptca,Subj,subs,S,HJH
167842,2_Samuel,13,31,Hebrew,NYB,nif,ptca,PreC,verb,SV,
167875,2_Samuel,13,32,Hebrew,FJM,qal,ptcp,PreC,verb,V,HJH
167913,2_Samuel,13,34,Hebrew,YPH,qal,ptca,PreC,verb,V,
167922,2_Samuel,13,34,Hebrew,HLK,qal,ptca,PreC,verb,SV,
168060,2_Samuel,14,2,Hebrew,>BL,hit,ptca,PreC,verb,V,
168062,2_Samuel,14,2,Hebrew,MWT,qal,ptca,Cmpl,subs,V,
168134,2_Samuel,14,6,Hebrew,NYL,hif,ptca,PreC,verb,V,
168158,2_Samuel,14,7,Hebrew,NKH,hif,ptca,Objc,subs,,NTN
168172,2_Samuel,14,7,Hebrew,JRC,qal,ptca,Objc,subs,,CMD
168322,2_Samuel,14,13,Hebrew,NDX,nif,ptca,Objc,subs,S,CWB
168331,2_Samuel,14,14,Hebrew,NGR,nif,ptca,PreC,verb,V,
168348,2_Samuel,14,14,Hebrew,NDX,nif,ptca,Subj,subs,S,DXX
168453,2_Samuel,14,18,Hebrew,C>L,qal,ptca,PreC,verb,SV,
168892,2_Samuel,15,1,Hebrew,RWY,qal,ptca,PreC,verb,SV,
168962,2_Samuel,15,4,Hebrew,CPV,qal,ptca,Objc,subs,S,
169084,2_Samuel,15,10,Hebrew,RGL,piel,ptca,Objc,subs,S,CLX
169111,2_Samuel,15,11,Hebrew,QR>,qal,ptcp,PreC,verb,V,
169128,2_Samuel,15,12,Hebrew,J<Y,qal,ptca,Objc,subs,S,CLX
169147,2_Samuel,15,12,Hebrew,HLK,qal,ptca,PreC,verb,SV,
169155,2_Samuel,15,13,Hebrew,NGD,hif,ptca,Subj,subs,S,BW>
169263,2_Samuel,15,18,Hebrew,<BR,qal,ptca,PreC,verb,SV,
169287,2_Samuel,15,18,Hebrew,<BR,qal,ptca,PreC,verb,SV,
169316,2_Samuel,15,19,Hebrew,GLH,qal,ptca,PreC,verb,VS,
169331,2_Samuel,15,20,Hebrew,HLK,qal,ptca,PreC,verb,SV,
169335,2_Samuel,15,20,Hebrew,HLK,qal,ptca,PreC,verb,SV,
169406,2_Samuel,15,23,Hebrew,BKH,qal,ptca,PreC,verb,SV,
169417,2_Samuel,15,23,Hebrew,<BR,qal,ptca,PreC,verb,SV,
169425,2_Samuel,15,23,Hebrew,<BR,qal,ptca,PreC,verb,SV,
169441,2_Samuel,15,24,Hebrew,NF>,qal,ptca,PreC,verb,V,
169536,2_Samuel,15,28,Hebrew,MHH,hit,ptca,PreC,verb,SV,
169564,2_Samuel,15,30,Hebrew,<LH,qal,ptca,PreC,verb,SV,
169575,2_Samuel,15,30,Hebrew,XPH,qal,ptcp,PreC,verb,SV,
169578,2_Samuel,15,30,Hebrew,HLK,qal,ptca,PreC,verb,SV,
169617,2_Samuel,15,32,Hebrew,BW>,qal,ptca,PreC,verb,SV,
169633,2_Samuel,15,32,Hebrew,QR<,qal,ptcp,PreC,verb,VS,
169829,2_Samuel,16,3,Hebrew,JCB,qal,ptca,PreC,verb,V,
169878,2_Samuel,16,5,Hebrew,JY>,qal,ptca,PreC,verb,SV,
169888,2_Samuel,16,5,Hebrew,JY>,qal,ptca,PreC,verb,V,
169891,2_Samuel,16,5,Hebrew,QLL,piel,ptca,PreC,verb,V,
169975,2_Samuel,16,9,Hebrew,MWT,qal,ptca,Subj,adjv,S,QLL
170028,2_Samuel,16,11,Hebrew,BQC,piel,ptca,PreC,verb,SV,
170072,2_Samuel,16,13,Hebrew,HLK,qal,ptca,PreC,verb,SV,
170349,2_Samuel,17,3,Hebrew,BQC,piel,ptca,PreC,verb,SV,
170464,2_Samuel,17,9,Hebrew,XB>,nif,ptca,PreC,verb,SV,
170485,2_Samuel,17,9,Hebrew,CM<,qal,ptca,PreC,verb,V,
170510,2_Samuel,17,10,Hebrew,JD<,qal,ptca,PreC,verb,VS,
170545,2_Samuel,17,11,Hebrew,HLK,qal,ptca,PreC,verb,SV,
170715,2_Samuel,17,17,Hebrew,<MD,qal,ptca,PreC,verb,SV,
171252,2_Samuel,18,8,Hebrew,PWY,nif,ptca,PreC,verb,SV,HJH
171286,2_Samuel,18,9,Hebrew,RKB,qal,ptca,PreC,verb,SV,
171335,2_Samuel,18,10,Hebrew,TLH,qal,ptcp,PreC,verb,V,
171346,2_Samuel,18,11,Hebrew,NGD,hif,ptca,PreC,verb,V,
171376,2_Samuel,18,12,Hebrew,CQL,qal,ptca,PreC,verb,SV,
171457,2_Samuel,18,15,Hebrew,NF>,qal,ptca,Subj,subs,S,SBB
171573,2_Samuel,18,19,Hebrew,>JB,qal,ptca,Cmpl,subs,S,
171651,2_Samuel,18,22,Hebrew,RWY,qal,ptca,PreC,verb,SV,
171679,2_Samuel,18,24,Hebrew,JCB,qal,ptca,PreC,verb,SV,
171687,2_Samuel,18,24,Hebrew,YPH,qal,ptca,Subj,subs,S,HLK
171704,2_Samuel,18,24,Hebrew,RWY,qal,ptca,PreC,verb,SV,
171710,2_Samuel,18,25,Hebrew,YPH,qal,ptca,Subj,subs,S,QR>
171734,2_Samuel,18,26,Hebrew,YPH,qal,ptca,Subj,subs,S,R>H
171741,2_Samuel,18,26,Hebrew,YPH,qal,ptca,Subj,subs,S,QR>
171749,2_Samuel,18,26,Hebrew,RWY,qal,ptca,PreC,verb,SV,
171758,2_Samuel,18,26,Hebrew,BFR,piel,ptca,PreC,verb,SV,
171762,2_Samuel,18,27,Hebrew,YPH,qal,ptca,Subj,subs,S,>MR
171764,2_Samuel,18,27,Hebrew,R>H,qal,ptca,PreC,verb,SV,
171805,2_Samuel,18,28,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
171886,2_Samuel,18,31,Hebrew,QWM,qal,ptca,PreC,verb,V,
171910,2_Samuel,18,32,Hebrew,>JB,qal,ptca,Subj,subs,S,HJH
172013,2_Samuel,19,4,Hebrew,KLM,nif,ptca,PreC,verb,V,
172054,2_Samuel,19,6,Hebrew,MLV,piel,ptca,PreC,verb,V,
172074,2_Samuel,19,7,Hebrew,FN>,qal,ptca,Objc,subs,,>HB
172079,2_Samuel,19,7,Hebrew,>HB,qal,ptca,Objc,subs,,FN>
172102,2_Samuel,19,7,Hebrew,MWT,qal,ptca,PreC,verb,SV,
172123,2_Samuel,19,8,Hebrew,JY>,qal,ptca,PreC,verb,V,
172165,2_Samuel,19,9,Hebrew,JCB,qal,ptca,PreC,verb,SV,
172189,2_Samuel,19,10,Hebrew,DJN,nif,ptca,PreC,verb,SV,
172201,2_Samuel,19,10,Hebrew,>JB,qal,ptca,Cmpl,subs,S,
172230,2_Samuel,19,11,Hebrew,XRC,hif,ptca,PreC,verb,SV,
172688,2_Samuel,19,29,Hebrew,>KL,qal,ptca,Cmpl,subs,,CJT
172841,2_Samuel,19,36,Hebrew,CJR,qal,ptca,Cmpl,subs,,CM<
172843,2_Samuel,19,36,Hebrew,CJR,qal,ptca,Cmpl,subs,,CM<
172978,2_Samuel,19,42,Hebrew,BW>,qal,ptca,PreC,verb,SV,
173175,2_Samuel,20,3,Hebrew,YRR,qal,ptcp,PreC,adjv,V,HJH
173282,2_Samuel,20,8,Hebrew,XGR,qal,ptcp,PreC,verb,SV,
173289,2_Samuel,20,8,Hebrew,YMD,pual,ptcp,PreC,verb,V,
173379,2_Samuel,20,12,Hebrew,GLL,hit,ptca,PreC,verb,SV,
173414,2_Samuel,20,12,Hebrew,BW>,qal,ptca,PreC,verb,V,
173483,2_Samuel,20,15,Hebrew,CXT,hif,ptca,PreC,verb,SV,
173528,2_Samuel,20,17,Hebrew,CM<,qal,ptca,PreC,verb,VS,
173553,2_Samuel,20,19,Hebrew,BQC,piel,ptca,PreC,verb,SV,
173616,2_Samuel,20,21,Hebrew,CLK,hof,ptcp,PreC,verb,SV,
173828,2_Samuel,21,4,Hebrew,>MR,qal,ptca,PreC,verb,SV,
174065,2_Samuel,21,13,Hebrew,JQ<,hof,ptcp,Objc,subs,,>SP
174138,2_Samuel,21,16,Hebrew,XGR,qal,ptcp,PreC,verb,SV,
174218,2_Samuel,21,19,Hebrew,>RG,qal,ptca,Subj,subs,S,NKH
174310,2_Samuel,22,1,Hebrew,>JB,qal,ptca,Cmpl,subs,S,NYL
174344,2_Samuel,22,4,Hebrew,>JB,qal,ptca,Cmpl,subs,,JC<
174480,2_Samuel,22,18,Hebrew,>JB,qal,ptca,Cmpl,subs,,
174483,2_Samuel,22,18,Hebrew,FN>,qal,ptca,Cmpl,subs,,
174605,2_Samuel,22,31,Hebrew,XSH,qal,ptca,PreC,verb,V,
174627,2_Samuel,22,34,Hebrew,CWH,piel,ptca,PreC,verb,V,
174636,2_Samuel,22,35,Hebrew,LMD,piel,ptca,PreC,verb,V,
174662,2_Samuel,22,38,Hebrew,>JB,qal,ptca,Objc,subs,,RDP
174688,2_Samuel,22,40,Hebrew,QWM,qal,ptca,Objc,subs,,KR<
174749,2_Samuel,22,47,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
