,clause,verb,phrase,cmpl_type
435695,435695,JRD[,676066,>L
435696,435696,>MR[,676069,>L
435742,435742,>MR[,676203,>L
435747,435747,>MR[,676219,>L
435756,435756,>MR[,676248,>L
435757,435757,>MR[,676251,>L
435764,435764,BW>[,676279,>L
435982,435982,Y<Q[,676955,>L
435998,435998,Y<Q[,677006,>L
436050,436050,>MR[,677168,>L
436116,436116,>MR[,677388,>L
436117,436117,<LH[,677391,>L
436157,436157,>MR[,677522,>L
436164,436164,<LH[,677542,>L
436165,436165,>MR[,677544,>L
436167,436167,CWB[,677551,>L
436171,436171,NGC[,677559,>L
436172,436172,<LH[,677563,>L
436176,436176,QR>[,677578,>L
436179,436179,<LH[,677592,>L
436217,436217,NTN[,677705,>L
436233,436233,NTN[,677759,>L
436655,436655,BW>[,679125,>L
436806,436806,>MR[,679588,>L
436847,436847,>MR[,679696,>L
436881,436881,>MR[,679795,>L
436889,436889,>MR[,679815,>L
436930,436930,>MR[,679921,>L
436972,436972,>MR[,680035,>L
436979,436979,QRB[,680052,>L
436991,436991,>MR[,680088,>L
437036,437036,>MR[,680224,>L
437039,437039,<LH[,680231,>L
437041,437041,CWB[,680238,>L
437050,437050,>MR[,680265,>L
437067,437067,<LH[,680311,>L
437081,437081,>MR[,680351,>L
437082,437082,>MR[,680353,>L
437096,437096,JY>[,680396,>L
437100,437100,JY>[,680403,>L
437118,437118,CWB[,680452,>L
437120,437120,>MR[,680461,>L
437139,437139,>MR[,680515,>L
437148,437148,>MR[,680545,>L
437178,437178,>MR[,680626,>L
437184,437184,<LH[,680647,>L
437191,437191,<LH[,680677,>L
437274,437274,>MR[,680935,>L
437291,437291,NGC[,680990,>L
437292,437292,QR>[,680993,>L
437293,437293,CWB[,680997,>L
437314,437314,>MR[,681061,>L
437323,437323,>MR[,681091,>L
437377,437377,>MR[,681230,>L
437396,437396,QR>[,681280,>L
437399,437399,QRB[,681290,>L
437409,437409,>MR[,681323,>L
437856,437856,BW>[,682723,>L
437866,437866,QR>[,682762,>L
437870,437870,>MR[,682773,>L
438499,438499,>MR[,684702,>L
438583,438583,>MR[,685000,>L
438607,438607,>MR[,685071,>L
438618,438618,LQX[,685102,>L
438627,438627,>MR[,685125,>L
438628,438628,QRB[,685127,>L
438634,438634,QRB[,685146,>L
438674,438674,BW>[,685287,>L
438691,438691,>MR[,685346,>L
438698,438698,QR>[,685363,>L
438699,438699,>MR[,685366,>L
438705,438705,>MR[,685384,>L
438762,438762,>MR[,685568,>L
438868,438868,NPL[,685857,>L
438946,438946,BW>[,686074,>L
439028,439028,BW>[,686345,>L
439217,439217,JY>[,686917,>L
439236,439236,BW>[,686978,>L
439312,439312,BW>[,687244,>L
439390,439390,>MR[,687489,>L
439443,439443,BW>[,687666,>L
439526,439526,>MR[,687944,>L
439528,439528,BW>[,687951,>L
439532,439532,BW>[,687964,>L
439588,439588,JY>[,688143,>L
439605,439605,BW>[,688204,>L
439619,439619,BW>[,688248,>L
439627,439627,BW>[,688275,>L
439653,439653,>MR[,688355,>L
439674,439674,>MR[,688429,>L
439724,439724,>MR[,688569,>L
439740,439740,QRB[,688613,>L
439761,439761,QRB[,688664,>L
439776,439776,QRB[,688705,>L
439819,439819,>MR[,688840,>L
439826,439826,PNH[,688856,>L
439896,439896,BW>[,689080,>L
439921,439921,PNH[,689158,>L
439945,439945,>MR[,689230,>L
439963,439963,PNH[,689293,>L
440005,440005,QRB[,689410,>L
440067,440067,>MR[,689588,>L
440068,440068,>MR[,689590,>L
440069,440069,>MR[,689593,>L
440140,440140,NGC[,689796,>L
440153,440153,>MR[,689835,>L
440156,440156,QRB[,689841,>L
440204,440204,CWB[,689981,>L
440219,440219,>MR[,690030,>L
440271,440271,>MR[,690187,>L
440293,440293,>MR[,690249,>L
440294,440294,BW>[,690252,>L
440471,440471,>MR[,690789,>L
440472,440472,BW>[,690792,>L
440607,440607,CWB[,691241,>L
440608,440608,CWB[,691243,>L
440686,440686,PNH[,691500,>L
440830,440830,>MR[,692000,>L
441197,441197,>MR[,693032,>L
441254,441254,NTN[,693218,>L
441268,441268,NG<[,693263,>L
441390,441390,>MR[,693602,>L
441418,441418,NTN[,693698,>L
441425,441425,>MR[,693723,>L
441444,441444,MXH[,693792,>L
441478,441478,>MR[,693911,>L
441577,441577,>MR[,694215,>L
441594,441594,>MR[,694269,>L
441745,441745,BW>[,694609,>L
441754,441754,>MR[,694633,>L
441809,441809,NGC[,694818,>L
441851,441851,>MR[,694962,>L
441855,441855,>MR[,694974,>L
441990,441990,>MR[,695393,>L
441992,441992,HLK[,695397,>L
442025,442025,Y<Q[,695490,>L
442058,442058,>MR[,695592,>L
442064,442064,>MR[,695614,>L
442081,442081,>MR[,695668,>L
442094,442094,>MR[,695710,>L
442126,442126,>MR[,695804,>L
442190,442190,>MR[,696007,>L
442191,442191,JY>[,696010,>L
442216,442216,PNH[,696083,>L
442218,442218,>MR[,696090,>L
442226,442226,Y<Q[,696116,>L
442230,442230,>MR[,696126,>L
442270,442270,>MR[,696239,>L
442318,442318,BW>[,696378,>L
442337,442337,<LH[,696438,>L
442356,442356,>MR[,696495,>L
442371,442371,>MR[,696542,>L
442391,442391,>MR[,696601,>L
442398,442398,>MR[,696625,>L
442401,442401,>MR[,696636,>L
442455,442455,>MR[,696797,>L
442462,442462,BW>[,696818,>L
442498,442498,<LH[,696928,>L
442501,442501,<LH[,696933,>L
442515,442515,<LH[,696979,>L
442524,442524,>MR[,697005,>L
442525,442525,BW>[,697008,>L
442565,442565,>MR[,697132,>L
442619,442619,>MR[,697314,>L
442626,442626,>MR[,697341,>L
442629,442629,>MR[,697347,>L
442649,442649,>MR[,697411,>L
442677,442677,>MR[,697482,>L
442706,442706,>MR[,697560,>L
442707,442707,PNH[,697563,>L
442710,442710,>MR[,697575,>L
442738,442738,HLK[,697661,>L
442786,442786,>MR[,697800,>L
442809,442809,PNH[,697874,>L
442812,442812,BW>[,697885,>L
442818,442818,>MR[,697903,>L
442828,442828,RWY[,697934,>L
442837,442837,CWB[,697964,>L
442860,442860,BW>[,698044,>L
442868,442868,>MR[,698073,>L
442875,442875,>MR[,698097,>L
442885,442885,>MR[,698118,>L
442897,442897,QRB[,698158,>L
442950,442950,>MR[,698320,>L
442957,442957,QRB[,698349,>L
442971,442971,>MR[,698394,>L
442981,442981,>MR[,698433,>L
443010,443010,BW>[,698539,>L
443118,443118,>MR[,698893,>L
443133,443133,Y<Q[,698945,>L
443144,443144,>MR[,698979,>L
443148,443148,>MR[,698990,>L
443164,443164,>MR[,699037,>L
443167,443167,BW>[,699047,>L
443178,443178,<LH[,699082,>L
443211,443211,BW>[,699201,>L
443218,443218,>MR[,699221,>L
443318,443318,>MR[,699498,>L
443334,443334,>MR[,699555,>L
443359,443359,BW>[,699624,>L
443361,443361,>MR[,699631,>L
443366,443366,BW>[,699650,>L
443369,443369,>MR[,699659,>L
443370,443370,CLX[,699662,>L
443379,443379,>MR[,699685,>L
443384,443384,>MR[,699701,>L
443385,443385,HLK[,699703,>L
443390,443390,BW>[,699715,>L
443396,443396,BW>[,699730,>L
443400,443400,HLK[,699741,>L
443403,443403,>MR[,699750,>L
443407,443407,>MR[,699763,>L
443417,443417,BW>[,699792,>L
443466,443466,>MR[,699943,>L
443479,443479,>MR[,699982,>L
443488,443488,>MR[,700018,>L
443496,443496,>MR[,700038,>L
443504,443504,JY>[,700061,>L
443508,443508,>MR[,700069,>L
443509,443509,CLX[,700074,>L
443511,443511,HLK[,700080,>L
443514,443514,>MR[,700089,>L
443515,443515,BW>[,700092,>L
443531,443531,>MR[,700139,>L
443547,443547,>MR[,700188,>L
443552,443552,CWB[,700203,>L
443554,443554,CWB[,700209,>L
443574,443574,>MR[,700270,>L
443585,443585,>MR[,700296,>L
443586,443586,HLK[,700301,>L
443594,443594,>MR[,700328,>L
443600,443600,CWB[,700347,>L
443602,443602,BW>[,700353,>L
443641,443641,>MR[,700459,>L
443645,443645,>MR[,700471,>L
443651,443651,>MR[,700486,>L
443658,443658,>MR[,700509,>L
443703,443703,XRH[,700627,>L
443705,443705,>MR[,700634,>L
443710,443710,BRX[,700648,>L
443714,443714,>MR[,700660,>L
443716,443716,CLX[,700666,>L
443777,443777,ZNH[,700828,>L
443783,443783,>MR[,700850,>L
443787,443787,>MR[,700865,>L
443796,443796,BW>[,700898,>L
443825,443825,>MR[,700991,>L
443991,443991,>MR[,701373,>L
444012,444012,>MR[,701447,>L
444013,444013,<LH[,701449,>L
444031,444031,>MR[,701511,>L
444053,444053,>MR[,701583,>L
444184,444184,>MR[,701985,>L
444284,444284,JY>[,702307,>L
444288,444288,>MR[,702317,>L
444305,444305,>MR[,702372,>L
444318,444318,BW>[,702410,>L
444319,444319,>MR[,702414,>L
444360,444360,QRB[,702550,>L
444362,444362,>MR[,702556,>L
444383,444383,>MR[,702622,>L
444398,444398,<BR[,702665,>L
444406,444406,BW>[,702688,>L
444428,444428,NGC[,702754,>L
444436,444436,CWB[,702779,>L
444440,444440,>MR[,702796,>L
444457,444457,>MR[,702860,>L
444465,444465,>MR[,702886,>L
444584,444584,<LH[,703268,>L
444611,444611,>MR[,703359,>L
444641,444641,>MR[,703452,>L
444737,444737,>MR[,703762,>L
444803,444803,CWB[,703975,>L
444814,444814,NWS[,704010,>L
444895,444895,>MR[,704273,>L
444934,444934,>MR[,704389,>L
444944,444944,QRB[,704414,>L
444950,444950,BW>[,704434,>L
444978,444978,>MR[,704510,>L
445028,445028,>MR[,704653,>L
445038,445038,>MR[,704675,>L
445065,445065,>MR[,704759,>L
445092,445092,>MR[,704840,>L
445180,445180,>MR[,705107,>L
445208,445208,>MR[,705183,>L
445285,445285,CM<[,705419,>L
445286,445286,>MR[,705423,>L
445303,445303,CM<[,705470,>L
445352,445352,>MR[,705610,>L
445398,445398,BW>[,705752,>L
445488,445488,NWS[,706038,>L
445505,445505,QR>[,706086,>L
445506,445506,>MR[,706089,>L
445571,445571,QRB[,706297,>L
445598,445598,>MR[,706373,>L
445969,445969,>MR[,707454,>L
445977,445977,>MR[,707476,>L
446009,446009,CM<[,707567,>L
446043,446043,PNH[,707669,>L
446054,446054,>MR[,707697,>L
446091,446091,CM<[,707823,>L
446094,446094,>MR[,707832,>L
446186,446186,CM<[,708099,>L
446238,446238,CM<[,708264,>L
446241,446241,CM<[,708275,>L
446278,446278,DRC[,708391,>L
446291,446291,BW>[,708436,>L
446361,446361,BW>[,708646,>L
446403,446403,CM<[,708771,>L
446431,446431,CM<[,708857,>L
446554,446554,HLK[,709201,>L
446634,446634,>MR[,709466,>L
446768,446768,<LH[,709897,>L
446770,446770,BW>[,709904,>L
446787,446787,CM<[,709950,>L
446795,446795,BW>[,709974,>L
446845,446845,BW>[,710140,>L
446865,446865,CM<[,710205,>L
446870,446870,CM<[,710219,>L
446878,446878,>MR[,710243,>L
446887,446887,CM<[,710267,>L
446931,446931,NWS[,710403,>L
446963,446963,NWS[,710507,>L
447012,447012,>MR[,710652,>L
447058,447058,QRB[,710772,>L
447088,447088,YWR[,710871,>L
447112,447112,MDD[,710936,>L
447156,447156,BW>[,711080,>L
447183,447183,CM<[,711164,>L
447186,447186,>MR[,711175,>L
447249,447249,BW>[,711379,>L
447255,447255,QRB[,711396,>L
447259,447259,>MR[,711413,>L
447340,447340,CM<[,711672,>L
447355,447355,JY>[,711725,>L
447356,447356,BW>[,711728,>L
447362,447362,BW>[,711739,>L
447408,447408,NTN[,711886,>L
447463,447463,BW>[,712057,>L
447589,447589,BW>[,712445,>L
447597,447597,HLK[,712471,>L
447600,447600,BW>[,712480,>L
447602,447602,>MR[,712486,>L
447604,447604,BW>[,712492,>L
447618,447618,Y<Q[,712537,>L
447683,447683,BW>[,712734,>L
447719,447719,>MR[,712840,>L
447793,447793,JY>[,712998,>L
447817,447817,CM<[,713083,>L
447861,447861,JY>[,713198,>L
448030,448030,QR>[,713746,>L
448031,448031,>MR[,713749,>L
448046,448046,BW>[,713801,>L
448167,448167,CWB[,714180,>L
448180,448180,<BR[,714220,>L
448223,448223,>MR[,714337,>L
448228,448228,>MR[,714350,>L
448253,448253,>MR[,714418,>L
448256,448256,BW>[,714427,>L
448291,448291,>MR[,714526,>L
448301,448301,>MR[,714556,>L
448320,448320,PNH[,714618,>L
448332,448332,PNH[,714649,>L
448552,448552,>MR[,715223,>L
448565,448565,<LH[,715264,>L
448702,448702,>MR[,715643,>L
448719,448719,CM<[,715705,>L
448728,448728,>MR[,715741,>L
448804,448804,HLK[,715951,>L
448807,448807,CM<[,715958,>L
448808,448808,CM<[,715961,>L
448831,448831,CLX[,716021,>L
448841,448841,BW>[,716045,>L
448862,448862,>MR[,716105,>L
448902,448902,>MR[,716238,>L
448936,448936,BW>[,716336,>L
448939,448939,>MR[,716346,>L
448956,448956,QRB[,716402,>L
448960,448960,>MR[,716417,>L
448963,448963,>MR[,716428,>L
448969,448969,>MR[,716444,>L
448979,448979,>MR[,716469,>L
449018,449018,>MR[,716584,>L
449029,449029,QR>[,716616,>L
449032,449032,<BR[,716625,>L
449069,449069,>MR[,716756,>L
449085,449085,>MR[,716804,>L
449109,449109,>MR[,716874,>L
449143,449143,>MR[,716977,>L
449159,449159,HLK[,717040,>L
449171,449171,>MR[,717074,>L
449181,449181,>MR[,717104,>L
449197,449197,QR>[,717154,>L
449198,449198,>MR[,717157,>L
449201,449201,>MR[,717167,>L
449206,449206,>MR[,717180,>L
449248,449248,>MR[,717306,>L
449310,449310,>MR[,717499,>L
449316,449316,CWB[,717513,>L
449317,449317,>MR[,717516,>L
449347,449347,>MR[,717616,>L
449398,449398,>MR[,717766,>L
449434,449434,>MR[,717886,>L
449457,449457,QRB[,717951,>L
449480,449480,HLK[,718005,>L
449518,449518,>MR[,718127,>L
449611,449611,>MR[,718437,>L
449615,449615,>MR[,718448,>L
449618,449618,>MR[,718460,>L
449620,449620,>MR[,718465,>L
449623,449623,>MR[,718474,>L
449631,449631,>MR[,718497,>L
449636,449636,>MR[,718508,>L
449643,449643,HLK[,718525,>L
449664,449664,BW>[,718592,>L
449669,449669,>MR[,718613,>L
449677,449677,>MR[,718641,>L
449720,449720,CLX[,718779,>L
449722,449722,<LH[,718782,>L
449730,449730,CLX[,718805,final_h
449733,449733,<LH[,718812,>L
449738,449738,>MR[,718830,>L
449742,449742,BW>[,718843,>L
449773,449773,CWB[,718943,final_h
449788,449788,BW>[,718983,>L
449795,449795,BW>[,719001,>L
449805,449805,QR>[,719039,>L
449806,449806,>MR[,719042,>L
449812,449812,>MR[,719058,>L
449898,449898,CWB[,719327,final_h
449901,449901,CLX[,719334,>L
449915,449915,XNH[,719366,>L
449917,449917,>MR[,719372,>L
450039,450039,>MR[,719692,>L
450129,450129,NGC[,719959,>L
450130,450130,>MR[,719963,>L
450199,450199,<BR[,720197,>L
450203,450203,<LH[,720212,>L
450207,450207,JY>[,720224,>L
450211,450211,<BR[,720238,final_h
450215,450215,JY>[,720250,final_h
450355,450355,HLK[,720618,>L
450381,450381,>MR[,720702,>L
450392,450392,>MR[,720739,>L
450409,450409,>MR[,720795,>L
450419,450419,BW>[,720822,>L
450438,450438,CWB[,720887,>L
450449,450449,<LH[,720940,>L
450464,450464,JY>[,720986,>L
450465,450465,JRD[,720990,>L
450472,450472,JY>[,721010,>L
450475,450475,<BR[,721018,final_h
450477,450477,<BR[,721025,final_h
450511,450511,PG<[,721119,>L
450514,450514,JY>[,721127,>L
450538,450538,JY>[,721206,>L
450593,450593,NWS[,721380,>L
450608,450608,BW>[,721435,>L
450620,450620,NGC[,721471,>L
450727,450727,>MR[,721736,>L
450750,450750,HLK[,721810,>L
450755,450755,>MR[,721832,>L
450757,450757,CWB[,721836,>L
450762,450762,HLK[,721849,>L
450764,450764,BW>[,721856,>L
450794,450794,QYP[,721951,>L
450842,450842,>MR[,722099,>L
450858,450858,>MR[,722147,>L
450879,450879,>MR[,722221,>L
450953,450953,>MR[,722452,>L
450972,450972,Y<Q[,722520,>L
450995,450995,BW>[,722592,>L
451040,451040,>MR[,722729,>L
451052,451052,>MR[,722762,>L
451055,451055,>MR[,722770,>L
451065,451065,>MR[,722797,>L
451074,451074,>MR[,722830,>L
451099,451099,<LH[,722923,>L
451133,451133,HLK[,723034,>L
451344,451344,Z<Q[,723724,>L
451366,451366,Z<Q[,723798,>L
451388,451388,BW>[,723868,>L
451429,451429,>MR[,723988,>L
451451,451451,Y<Q[,724067,>L
451457,451457,<LH[,724089,>L
451460,451460,>MR[,724099,>L
451467,451467,>MR[,724123,>L
451489,451489,>MR[,724204,>L
451502,451502,NWS[,724255,>L
451506,451506,>MR[,724266,>L
451509,451509,SWR[,724270,>L
451513,451513,>MR[,724282,>L
451519,451519,>MR[,724297,>L
451530,451530,BW>[,724326,>L
451544,451544,BW>[,724363,>L
451699,451699,Z<Q[,724746,>L
451701,451701,Z<Q[,724752,>L
451722,451722,>MR[,724824,>L
451725,451725,>MR[,724830,>L
451735,451735,PNH[,724864,>L
451740,451740,>MR[,724879,>L
451745,451745,>MR[,724893,>L
451748,451748,>MR[,724904,>L
451765,451765,>MR[,724956,>L
451823,451823,>MR[,725124,>L
451853,451853,>MR[,725216,>L
451867,451867,>MR[,725262,>L
451881,451881,>MR[,725315,>L
451896,451896,>MR[,725353,>L
451901,451901,>MR[,725368,>L
451905,451905,>MR[,725379,>L
451909,451909,>MR[,725394,>L
451921,451921,>MR[,725428,>L
451932,451932,>MR[,725465,>L
451938,451938,JRD[,725480,>L
451943,451943,JRD[,725495,>L
451967,451967,CWB[,725564,>L
451974,451974,>MR[,725586,>L
452019,452019,RDP[,725720,>L
452021,452021,>MR[,725728,>L
452028,452028,>MR[,725746,>L
452078,452078,BW>[,725900,>L
452089,452089,>MR[,725932,>L
452114,452114,>MR[,725997,>L
452117,452117,>MR[,726006,>L
452121,452121,>MR[,726022,>L
452192,452192,CM<[,726258,>L
452194,452194,CM<[,726262,>L
452219,452219,>MR[,726334,>L
452222,452222,>MR[,726342,>L
452316,452316,>MR[,726641,>L
452318,452318,>MR[,726648,>L
452325,452325,>MR[,726671,>L
452366,452366,BW>[,726793,>L
452375,452375,>MR[,726821,>L
452386,452386,HLK[,726852,>L
452399,452399,QR>[,726895,>L
452415,452415,BW>[,726939,>L
452447,452447,Z<Q[,727037,>L
452452,452452,>MR[,727051,>L
452455,452455,Y<Q[,727061,>L
452462,452462,Z<Q[,727081,>L
452465,452465,>MR[,727092,>L
452509,452509,BW>[,727231,>L
452511,452511,>MR[,727239,>L
452512,452512,CWB[,727243,>L
452516,452516,>MR[,727257,>L
452521,452521,>MR[,727276,>L
452531,452531,BW>[,727312,>L
452533,452533,>MR[,727318,>L
452593,452593,CM<[,727518,>L
452594,452594,CLX[,727521,>L
452609,452609,<BR[,727567,>L
452630,452630,>MR[,727630,>L
452636,452636,>MR[,727647,>L
452648,452648,CWB[,727682,>L
452663,452663,>MR[,727730,>L
452670,452670,<BR[,727754,>L
452672,452672,<LH[,727762,>L
452728,452728,>MR[,727933,>L
452746,452746,BW>[,727989,>L
452759,452759,<TR[,728030,>L
452762,452762,BW>[,728041,>L
452768,452768,BW>[,728057,>L
452774,452774,>MR[,728076,>L
452776,452776,BW>[,728084,>L
452779,452779,BW>[,728093,>L
452788,452788,>MR[,728118,>L
452790,452790,>MR[,728122,>L
452797,452797,>MR[,728145,>L
452800,452800,>MR[,728156,>L
452807,452807,>MR[,728178,>L
452828,452828,>MR[,728243,>L
452855,452855,>MR[,728330,>L
452883,452883,HLK[,728415,>L
452888,452888,JRD[,728432,>L
452953,452953,BW>[,728641,final_h
452999,452999,JRD[,728779,>L
453043,453043,QR>[,728902,>L
453059,453059,BW>[,728955,>L
453079,453079,<LH[,729009,>L
453088,453088,>MR[,729036,>L
453093,453093,>MR[,729049,>L
453102,453102,>MR[,729080,>L
453109,453109,>MR[,729099,>L
453114,453114,>MR[,729115,>L
453121,453121,>MR[,729139,>L
453126,453126,>MR[,729154,>L
453131,453131,>MR[,729168,>L
453134,453134,>MR[,729178,>L
453139,453139,>MR[,729190,>L
453166,453166,<LH[,729269,>L
453209,453209,>MR[,729392,>L
453220,453220,QR>[,729425,>L
453285,453285,>MR[,729619,>L
453312,453312,>MR[,729713,>L
453324,453324,>MR[,729749,>L
453360,453360,BW>[,729851,>L
453376,453376,>MR[,729900,>L
453383,453383,BW>[,729917,>L
453398,453398,>MR[,729959,>L
453419,453419,QR>[,730019,>L
453430,453430,>MR[,730047,>L
453432,453432,>MR[,730052,>L
453440,453440,CWB[,730080,>L
453490,453490,>MR[,730240,>L
453496,453496,>MR[,730258,>L
453533,453533,>MR[,730355,>L
453535,453535,SWR[,730360,>L
453537,453537,>MR[,730366,>L
453538,453538,SWR[,730370,>L
453565,453565,>MR[,730449,>L
453586,453586,>MR[,730514,>L
453589,453589,BW>[,730520,>L
453591,453591,JY>[,730525,>L
453592,453592,>MR[,730529,>L
453596,453596,BW>[,730538,>L
453622,453622,>MR[,730619,>L
453629,453629,BW>[,730637,>L
453734,453734,<LH[,730940,>L
453735,453735,QRB[,730944,>L
453757,453757,<LH[,731017,>L
453758,453758,<RK[,731021,>L
453785,453785,BVX[,731115,>L
453786,453786,FJM[,731118,>L
453788,453788,PCV[,731124,>L
453808,453808,PNH[,731189,>L
453829,453829,CWB[,731255,>L
453866,453866,BW>[,731373,>L
453922,453922,RJB[,731541,>L
453923,453923,>MR[,731544,>L
453932,453932,CWB[,731575,>L
453999,453999,>MR[,731780,>L
454133,454133,>MR[,732171,>L
454182,454182,BW>[,732329,>L
454183,454183,>MR[,732332,>L
454214,454214,BW>[,732433,>L
454240,454240,QR>[,732510,>L
454243,454243,RWY[,732516,>L
454256,454256,HLK[,732544,>L
454270,454270,HLK[,732578,>L
454280,454280,QR>[,732602,>L
454294,454294,>MR[,732635,>L
454351,454351,BW>[,732816,>L
454362,454362,BW>[,732853,>L
454369,454369,BW>[,732874,>L
454372,454372,BW>[,732882,>L
454418,454418,>MR[,733011,>L
454479,454479,KBD[,733197,>L
454583,454583,BW>[,733514,>L
454591,454591,FJM[,733540,>L
454630,454630,>MR[,733660,>L
454651,454651,<LH[,733731,>L
454654,454654,>MR[,733741,>L
454656,454656,Z<Q[,733746,>L
454704,454704,>MR[,733917,>L
454714,454714,>MR[,733949,>L
454716,454716,>MR[,733955,>L
454766,454766,>MR[,734115,>L
454769,454769,>MR[,734125,>L
454782,454782,>MR[,734158,>L
454832,454832,HLK[,734301,>L
454872,454872,BW>[,734408,>L
454876,454876,>MR[,734420,>L
454908,454908,>MR[,734521,>L
454927,454927,QR>[,734572,>L
454934,454934,>MR[,734591,>L
454948,454948,>MR[,734633,>L
455017,455017,>MR[,734826,>L
455023,455023,BW>[,734839,>L
455027,455027,>MR[,734853,>L
455033,455033,>MR[,734875,>L
455059,455059,>MR[,734965,>L
455080,455080,>MR[,735037,>L
455083,455083,>MR[,735045,>L
455087,455087,>MR[,735059,>L
455092,455092,JY>[,735075,>L
455126,455126,JY>[,735178,>L
455138,455138,>MR[,735218,>L
455147,455147,>MR[,735245,>L
455155,455155,>MR[,735275,>L
455179,455179,>MR[,735345,>L
455185,455185,>MR[,735364,>L
455194,455194,Z<Q[,735392,>L
455201,455201,Z<Q[,735416,>L
455238,455238,QR>[,735520,>L
455245,455245,QR>[,735540,>L
455248,455248,>MR[,735554,>L
455253,455253,>MR[,735571,>L
455336,455336,>MR[,735824,>L
455354,455354,PNH[,735890,>L
455370,455370,JY>[,735946,>L
455372,455372,>MR[,735953,>L
455374,455374,<BR[,735957,>L
455392,455392,>MR[,736012,>L
455394,455394,<BR[,736016,>L
455406,455406,>MR[,736053,>L
455410,455410,<LH[,736063,>L
455422,455422,<LH[,736101,>L
455424,455424,>MR[,736109,>L
455459,455459,>MR[,736207,>L
455487,455487,BW>[,736296,>L
455516,455516,<JV[,736392,>L
455567,455567,>MR[,736541,>L
455570,455570,>MR[,736552,>L
455573,455573,>MR[,736560,>L
455580,455580,>MR[,736580,>L
455593,455593,>MR[,736615,>L
455622,455622,>MR[,736711,>L
455644,455644,>MR[,736771,>L
455669,455669,Z<Q[,736841,>L
455679,455679,BW>[,736871,>L
455692,455692,>MR[,736909,>L
455709,455709,<JV[,736961,>L
455712,455712,>MR[,736970,>L
455732,455732,>MR[,737023,>L
455741,455741,>MR[,737048,>L
455750,455750,>MR[,737071,>L
455767,455767,HLK[,737125,>L
455775,455775,<LH[,737157,>L
455781,455781,>MR[,737179,>L
455802,455802,>MR[,737236,>L
455824,455824,>MR[,737286,>L
455831,455831,QR>[,737308,>L
455839,455839,>MR[,737336,>L
455841,455841,>MR[,737344,>L
455846,455846,>MR[,737360,>L
455860,455860,YLX[,737396,>L
455865,455865,>MR[,737414,>L
455875,455875,>MR[,737442,>L
455893,455893,CLX[,737486,>L
455894,455894,BW>[,737490,>L
455898,455898,CLX[,737504,>L
455933,455933,QR>[,737610,>L
455940,455940,JRD[,737631,>L
456019,456019,>MR[,737865,>L
456050,456050,>MR[,737957,>L
456054,456054,>MR[,737970,>L
456056,456056,HLK[,737974,>L
456060,456060,>MR[,737987,>L
456078,456078,>MR[,738041,>L
456088,456088,>MR[,738074,>L
456098,456098,NGC[,738106,>L
456099,456099,HLK[,738113,>L
456109,456109,>MR[,738136,>L
456113,456113,>MR[,738153,>L
456114,456114,HLK[,738155,>L
456116,456116,>MR[,738163,>L
456149,456149,<MD[,738273,>L
456170,456170,>MR[,738339,>L
456188,456188,>MR[,738375,>L
456231,456231,YLX[,738498,>L
456254,456254,>MR[,738578,>L
456262,456262,>MR[,738606,>L
456276,456276,>MR[,738653,>L
456341,456341,>MR[,738854,>L
456388,456388,FJM[,739011,>L
456404,456404,>MR[,739054,>L
456408,456408,>MR[,739066,>L
456409,456409,>MR[,739069,>L
456481,456481,>MR[,739269,>L
456484,456484,>MR[,739279,>L
456515,456515,>MR[,739370,>L
456518,456518,>MR[,739382,>L
456522,456522,>MR[,739394,>L
456526,456526,CLX[,739408,>L
456555,456555,BW>[,739498,>L
456579,456579,JCB[,739570,>L
456592,456592,>MR[,739612,>L
456593,456593,BW>[,739618,>L
456605,456605,BW>[,739655,>L
456618,456618,>MR[,739697,>L
456649,456649,BW>[,739792,>L
456682,456682,>MR[,739888,>L
456731,456731,BW>[,740043,>L
456732,456732,>MR[,740047,>L
456744,456744,>MR[,740090,>L
456750,456750,BW>[,740108,>L
456760,456760,>MR[,740145,>L
456767,456767,>MR[,740169,>L
456802,456802,BW>[,740281,>L
456809,456809,>MR[,740294,>L
456813,456813,QWM[,740308,>L
456871,456871,>MR[,740486,>L
456875,456875,>MR[,740497,>L
456901,456901,YWR[,740579,>L
456904,456904,>MR[,740590,>L
456910,456910,BW>[,740604,>L
456942,456942,>MR[,740699,>L
456970,456970,>MR[,740782,>L
456975,456975,CWB[,740796,>L
456996,456996,BW>[,740860,>L
457017,457017,BW>[,740915,>L
457022,457022,>MR[,740931,>L
457024,457024,>MR[,740937,>L
457042,457042,QWM[,740995,>L
457099,457099,>MR[,741160,>L
457120,457120,HLK[,741235,>L
457127,457127,JRD[,741257,>L
457144,457144,BW>[,741311,>L
457211,457211,KLH[,741500,>L
457316,457316,BW>[,741810,>L
457367,457367,JRD[,741973,>L
457379,457379,BW>[,742012,>L
457386,457386,>MR[,742038,>L
457391,457391,BW>[,742054,>L
457396,457396,>MR[,742074,>L
457401,457401,>MR[,742093,>L
457428,457428,QR>[,742174,>L
457435,457435,QR>[,742188,>L
457436,457436,>MR[,742192,>L
457439,457439,CMR[,742204,>L
457499,457499,>MR[,742368,>L
457506,457506,>MR[,742390,>L
457514,457514,<BR[,742420,>L
457521,457521,>MR[,742441,>L
457531,457531,PCV[,742483,>L
457539,457539,BW>[,742507,>L
457559,457559,>MR[,742565,>L
