,clause,verb,phrase,cmpl_type
430476,430476,JY>[,660396,MN
430481,430481,LQX[,660411,MN
430506,430506,JQY[,660488,MN
430742,430742,BW>[,661230,MN
430906,430906,JY>[,661738,MN
430987,430987,JY>[,661984,MN
430997,430997,QWM[,662015,MN
431021,431021,NDD[,662085,MN
431125,431125,QVN[,662395,MN
431324,431324,BW>[,662977,MN
431479,431479,JY>[,663438,MN
431484,431484,<LH[,663453,MN
431492,431492,NS<[,663487,MN
431706,431706,NS<[,664114,MN
431806,431806,JRD[,664390,MN
432275,432275,GDL[,665812,MN
432296,432296,JY>[,665887,MN
432368,432368,BW>[,666111,MN
432407,432407,JY>[,666200,MN
432449,432449,SBB[,666321,MN
432462,432462,HLK[,666364,MN
432580,432580,LQX[,666702,MN
432695,432695,RBH[,667041,MN
432826,432826,JY>[,667406,MN
432954,432954,<LH[,667799,MN
432991,432991,QWM[,667904,MN
433078,433078,BW>[,668158,MN
433116,433116,JY>[,668266,MN
433128,433128,TMM[,668314,MN
433297,433297,GDL[,668849,MN
433310,433310,LQX[,668892,MN
433347,433347,<LH[,668975,MN
433352,433352,SWR[,668986,MN
433565,433565,<LH[,669593,MN
433572,433572,QWY[,669615,MN
433686,433686,BRX[,669955,MN
433853,433853,NWS[,670435,MN
433884,433884,LQX[,670531,MN
433970,433970,RPH[,670782,MN
434027,434027,GR<[,670947,MN
434078,434078,GR<[,671084,MN
434294,434294,CTH[,671738,MN
434336,434336,SWR[,671864,MN
434338,434338,JY>[,671870,MN
434416,434416,SWR[,672116,MN
434421,434421,JY>[,672130,MN
434424,434424,SWR[,672141,MN
434546,434546,JR>[,672529,MN
434595,434595,JY>[,672683,MN
434650,434650,JY>[,672853,MN
434680,434680,LQX[,672950,MN
434689,434689,HLK[,672976,MN
434729,434729,JY>[,673097,MN
434752,434752,LQX[,673169,MN
434755,434755,LQX[,673184,MN
434760,434760,>KL[,673203,MN
434855,434855,JY>[,673517,MN
434877,434877,NS<[,673575,MN
434892,434892,JY>[,673620,MN
434928,434928,JY>[,673736,MN
434985,434985,<LH[,673928,MN
434991,434991,NS<[,673950,MN
435048,435048,XDL[,674120,MN
435080,435080,HLK[,674215,MN
435081,435081,NS<[,674219,MN
435082,435082,<MD[,674222,MN
435101,435101,NWS[,674295,MN
435236,435236,NS<[,674674,MN
435371,435371,JY>[,675047,MN
435382,435382,JY>[,675078,MN
435435,435435,JY>[,675251,MN
435586,435586,JY>[,675728,MN
435587,435587,NS<[,675734,MN
435741,435741,<MD[,676200,MN
435753,435753,<MD[,676237,MN
435955,435955,C>L[,676876,MN
436029,436029,RXQ[,677096,MN
436057,436057,JY>[,677193,MN
436188,436188,LQX[,677620,MN
436215,436215,SWR[,677698,MN
436597,436597,LQX[,678931,MN
436620,436620,LQX[,679009,MN
436623,436623,LQX[,679020,MN
436810,436810,CXQ[,679601,MN
436811,436811,NTN[,679605,MN
436879,436879,JRD[,679788,MN
436896,436896,LQX[,679835,MN
436921,436921,SWR[,679898,MN
436949,436949,CWB[,679970,MN
436962,436962,JRD[,680009,MN
437119,437119,MWC[,680457,MN
437242,437242,>KL[,680831,MN
437250,437250,JY>[,680859,MN
437282,437282,JRD[,680964,MN
437349,437349,JY>[,681141,MN
438038,438038,XV>[,683295,MN
438040,438040,<FH[,683301,MN
438048,438048,LQX[,683331,MN
438220,438220,XV>[,683907,MN
438224,438224,XV>[,683919,MN
438442,438442,>KL[,684533,MN
438559,438559,LQX[,684913,MN
438579,438579,LQX[,684988,MN
438592,438592,JY>[,685022,MN
438678,438678,JY>[,685300,MN
438688,438688,JY>[,685336,MN
438713,438713,JY>[,685408,MN
438791,438791,>KL[,685644,MN
438804,438804,>KL[,685681,MN
438955,438955,VHR[,686105,MN
439207,439207,SWR[,686890,MN
439237,439237,JCB[,686981,MN
439255,439255,LQX[,687042,MN
439257,439257,LQX[,687050,MN
439290,439290,LQX[,687170,MN
439437,439437,VHR[,687643,MN
439450,439450,JY>[,687689,MN
439504,439504,VHR[,687867,MN
439517,439517,JY>[,687916,MN
439570,439570,LQX[,688084,MN
439591,439591,LQX[,688151,MN
439634,439634,VHR[,688297,MN
439780,439780,NTN[,688718,MN
439798,439798,<FH[,688780,MN
439808,439808,<FH[,688810,MN
439812,439812,<FH[,688821,MN
439862,439862,JR>[,688966,MN
439925,439925,QWM[,689167,MN
439927,439927,JR>[,689174,MN
440109,440109,JY>[,689711,MN
440168,440168,JY>[,689874,MN
440176,440176,>KL[,689898,MN
440180,440180,>KL[,689911,MN
440201,440201,>KL[,689983,MN
440309,440309,SPR[,690302,MN
440511,440511,QNH[,690922,MN
440514,440514,QNH[,690929,MN
440521,440521,JR>[,690952,MN
440545,440545,MKR[,691036,MN
440581,440581,G>L[,691152,MN
440593,440593,JR>[,691190,MN
440606,440606,JY>[,691237,MN
440613,440613,JR>[,691261,MN
440621,440621,QNH[,691278,MN
440848,440848,MWK[,692060,MN
440930,440930,G>L[,692340,MN
441047,441047,XNH[,692621,MN
441365,441365,<FH[,693532,MN
441416,441416,LQX[,693690,MN
441487,441487,>KL[,693933,MN
441579,441579,LQX[,694218,MN
441828,441828,CWB[,694880,MN
442003,442003,NS<[,695431,MN
442014,442014,NWS[,695462,MN
442089,442089,>YL[,695694,MN
442109,442109,JY>[,695753,MN
442115,442115,JY>[,695769,MN
442137,442137,>YL[,695839,MN
442165,442165,NS<[,695921,MN
442213,442213,SWR[,696074,MN
442238,442238,NS<[,696157,MN
442295,442295,LQX[,696306,MN
442385,442385,SWR[,696581,MN
442512,442512,CWB[,696970,MN
442516,442516,MWC[,696984,MN
442742,442742,SWR[,697672,MN
442776,442776,>BD[,697773,MN
442781,442781,JY>[,697788,MN
442824,442824,JY>[,697923,MN
442977,442977,LQX[,698420,MN
443002,443002,LQX[,698507,MN
443161,443161,NVH[,699026,MN
443162,443162,NS<[,699029,MN
443182,443182,JRD[,699101,MN
443199,443199,NS<[,699160,MN
443232,443232,NS<[,699263,MN
443235,443235,NS<[,699271,MN
443237,443237,NS<[,699276,MN
443238,443238,XNH[,699280,MN
443294,443294,JY>[,699439,MN
443331,443331,GWR==[,699543,MN
443333,443333,QWY[,699551,MN
443342,443342,JY>[,699581,MN
443437,443437,NVH[,699853,MN
443485,443485,NVH[,700007,MN
443687,443687,NZL[,700590,MN
443741,443741,DRK[,700725,MN
443742,443742,QWM[,700729,MN
443747,443747,RDH[,700747,MN
443786,443786,CWB[,700861,MN
443794,443794,QWM[,700890,MN
444299,444299,XNH[,702356,MN
444326,444326,LQX[,702434,MN
444351,444351,XYH[,702519,MN
444424,444424,CWB[,702743,MN
444499,444499,JY>[,703001,MN
444502,444502,NS<[,703015,MN
444508,444508,NS<[,703038,MN
444510,444510,NS<[,703044,MN
444513,444513,NS<[,703052,MN
444517,444517,NS<[,703063,MN
444521,444521,NS<[,703077,MN
444525,444525,NS<[,703089,MN
444527,444527,NS<[,703095,MN
444529,444529,NS<[,703101,MN
444531,444531,NS<[,703107,MN
444533,444533,NS<[,703113,MN
444537,444537,NS<[,703126,MN
444539,444539,NS<[,703132,MN
444541,444541,NS<[,703138,MN
444543,444543,NS<[,703144,MN
444545,444545,NS<[,703150,MN
444547,444547,NS<[,703156,MN
444549,444549,NS<[,703162,MN
444551,444551,NS<[,703168,MN
444553,444553,NS<[,703174,MN
444555,444555,NS<[,703180,MN
444557,444557,NS<[,703186,MN
444559,444559,NS<[,703192,MN
444561,444561,NS<[,703198,MN
444563,444563,NS<[,703204,MN
444565,444565,NS<[,703210,MN
444567,444567,NS<[,703216,MN
444569,444569,NS<[,703222,MN
444571,444571,NS<[,703228,MN
444573,444573,NS<[,703234,MN
444575,444575,NS<[,703240,MN
444577,444577,NS<[,703246,MN
444579,444579,NS<[,703252,MN
444582,444582,NS<[,703260,MN
444586,444586,JY>[,703276,MN
444591,444591,NS<[,703294,MN
444593,444593,NS<[,703300,MN
444595,444595,NS<[,703306,MN
444597,444597,NS<[,703312,MN
444599,444599,NS<[,703319,MN
444601,444601,NS<[,703325,MN
444603,444603,NS<[,703331,MN
444605,444605,NS<[,703338,MN
444929,444929,NS<[,704373,MN
444958,444958,LQX[,704459,MN
444980,444980,JR>[,704516,MN
445074,445074,JR>[,704780,MN
445110,445110,HLK[,704908,MN
445112,445112,TMM[,704915,MN
445158,445158,XJL[,705040,MN
445219,445219,LQX[,705221,MN
445312,445312,GR<[,705497,MN
445348,445348,SWR[,705598,MN
445420,445420,>BD[,705816,MN
445520,445520,JR>[,706135,MN
445792,445792,JR>[,706933,MN
445801,445801,>BD[,706962,MN
445802,445802,<RY[,706965,MN
445952,445952,JY>[,707393,MN
445971,445971,JRD[,707458,MN
445974,445974,SWR[,707467,MN
445987,445987,JRD[,707502,MN
445994,445994,SWR[,707521,MN
446006,446006,JGR[,707557,MN
446070,446070,JRD[,707754,MN
446175,446175,JY>[,708067,MN
446204,446204,>BD[,708158,MN
446242,446242,SWR[,708278,MN
446279,446279,BXR[,708395,MN
446338,446338,RXQ[,708581,MN
446341,446341,ZBX[,708591,MN
446394,446394,GR<[,708746,MN
446452,446452,JY>[,708916,MN
446472,446472,CWB[,708976,MN
446508,446508,>KL[,709071,MN
446617,446617,XDL[,709409,MN
446635,446635,JY>[,709469,MN
446669,446669,JY>[,709585,MN
446783,446783,SWR[,709939,MN
446826,446826,RWM[,710075,MN
446827,446827,SWR[,710078,MN
446843,446843,BW>[,710132,MN
446872,446872,C>L[,710224,MN
446889,446889,DRC[,710273,MN
446906,446906,GWR==[,710324,MN
446928,446928,NCL[,710395,MN
447005,447005,JR>[,710634,MN
447019,447019,<RY[,710670,MN
447093,447093,>KL[,710883,MN
447096,447096,BW>[,710893,MN
447216,447216,>BD[,711273,MN
447376,447376,CWB[,711786,MN
447420,447420,JY>[,711930,MN
447593,447593,LQX[,712458,MN
447642,447642,<BR[,712610,MN
447644,447644,>KL[,712617,MN
447804,447804,JR>[,713036,MN
447821,447821,SWR[,713094,MN
447882,447882,>KL[,713267,MN
447985,447985,JGR[,713600,MN
448040,448040,BLH[,713781,MN
448041,448041,BLH[,713786,MN
448098,448098,QWM[,713967,MN
448099,448099,BW>[,713970,MN
448246,448246,<RY[,714400,MN
448372,448372,SWR[,714771,MN
448447,448447,BW>[,714941,MN
448583,448583,BW>[,715328,MN
448586,448586,>TH[,715338,MN
448591,448591,NF>[,715352,MN
448755,448755,SWR[,715810,MN
448758,448758,MWC[,715820,MN
448875,448875,QWM[,716151,MN
448934,448934,JRD[,716331,MN
448943,448943,NS<[,716363,MN
448953,448953,NS<[,716391,MN
448997,448997,NS<[,716519,MN
449072,449072,<LH[,716762,MN
449075,449075,<LH[,716769,MN
449077,449077,<LH[,716774,MN
449081,449081,<LH[,716789,MN
449084,449084,LQX[,716798,MN
449152,449152,>KL[,717016,MN
449220,449220,JY>[,717220,MN
449257,449257,CMR[,717334,MN
449259,449259,LQX[,717339,MN
449306,449306,LQX[,717484,MN
449353,449353,LQX[,717635,MN
449432,449432,CWB[,717877,MN
449445,449445,FJM[,717916,MN
449470,449470,QWM[,717980,MN
449490,449490,XNH[,718038,MN
449524,449524,QWM[,718147,MN
449543,449543,JY>[,718207,MN
449612,449612,BW>[,718438,MN
449622,449622,BW>[,718470,MN
449624,449624,BW>[,718475,MN
449652,449652,LQX[,718551,MN
449737,449737,<LH[,718826,MN
449739,449739,JR>[,718833,MN
449743,449743,<LH[,718848,MN
449794,449794,FRD[,718998,MN
449918,449918,JR>[,719375,MN
449985,449985,CQV[,719595,MN
450176,450176,CQV[,720116,MN
450238,450238,YNX[,720325,MN
450470,450470,T>R[,721004,MN
450513,450513,CWB[,721124,final_h
450565,450565,JY>[,721292,MN
450609,450609,NWS[,721438,MN
450760,450760,HLK[,721845,MN
450785,450785,CWB[,721918,MN
450791,450791,CWB[,721942,MN
450816,450816,CWB[,722020,MN
450851,450851,CWB[,722125,MN
450935,450935,NPL[,722390,MN
450948,450948,>BD[,722434,MN
451091,451091,QNH[,722895,MN
451150,451150,YNX[,723087,MN
451286,451286,SWR[,723545,MN
451379,451379,CWB[,723846,MN
451386,451386,JY>[,723860,MN
451393,451393,QWM[,723884,MN
451427,451427,JRD[,723982,MN
451494,451494,JRD[,724222,MN
451497,451497,JRD[,724235,MN
451609,451609,JRD[,724506,MN
451752,451752,MWC[,724921,MN
451773,451773,<LH[,724981,MN
451775,451775,HLK[,724988,MN
451893,451893,YPR[,725342,MN
451911,451911,LQQ[,725399,MN
451975,451975,R>H[,725587,MN
452034,452034,RPH[,725768,MN
452074,452074,CWB[,725887,MN
452227,452227,JY>[,726357,MN
452245,452245,JY>[,726424,MN
452247,452247,JY>[,726431,MN
452313,452313,QWM[,726634,MN
452337,452337,NWS[,726707,MN
452492,452492,BRX[,727175,MN
452604,452604,JY>[,727553,MN
452634,452634,JY>[,727639,MN
452791,452791,>KL[,728124,MN
452792,452792,JY>[,728127,MN
452907,452907,JY>[,728493,MN
452908,452908,JY>[,728497,MN
453050,453050,JY>[,728924,MN
453137,453137,JQY[,729184,MN
453156,453156,SWR[,729241,MN
453173,453173,SWR[,729290,MN
453177,453177,JQY[,729298,MN
453182,453182,SWR[,729312,MN
453278,453278,HLK[,729602,MN
453284,453284,BW>[,729615,MN
453365,453365,NS<[,729867,MN
453564,453564,BW>[,730445,MN
453640,453640,<LH[,730667,MN
453721,453721,JY>[,730902,MN
453736,453736,JY>[,730950,MN
453771,453771,QWM[,731064,MN
453774,453774,BW>[,731074,MN
453800,453800,<LH[,731163,MN
453815,453815,NPL[,731208,MN
453917,453917,JY>[,731525,MN
453937,453937,JY>[,731591,MN
453950,453950,<LH[,731628,MN
454015,454015,C>L[,731825,MN
454064,454064,C>L[,731970,MN
454079,454079,JY>[,732016,MN
454393,454393,NPL[,732938,MN
454396,454396,RWY[,732949,MN
454421,454421,NWS[,733018,MN
454433,454433,NPL[,733051,MN
454456,454456,GLH[,733115,MN
454460,454460,GLH[,733124,MN
454531,454531,SWR[,733349,MN
454653,454653,JR>[,733737,MN
454668,454668,JY>[,733791,MN
454681,454681,LQX[,733834,MN
454799,454799,XDL[,734204,MN
454812,454812,>ZL[,734247,MN
454956,454956,XLP[,734653,MN
454965,454965,LQX[,734685,MN
454993,454993,HLK[,734758,MN
455058,455058,GBH[,734960,MN
455256,455256,SWR[,735580,MN
455328,455328,NPY[,735795,MN
455353,455353,JY>[,735886,MN
455446,455446,HLK[,736172,MN
455511,455511,>KL[,736372,MN
455602,455602,<LH[,736644,MN
455647,455647,JRD[,736775,MN
455651,455651,SWR[,736789,MN
455666,455666,CWB[,736831,MN
455863,455863,SWR[,737407,MN
455908,455908,SWR[,737534,MN
455920,455920,JY>[,737574,MN
456007,456007,NWS[,737832,MN
456144,456144,XZQ[,738257,MN
456215,456215,JY>[,738447,MN
456238,456238,SBB[,738521,MN
456239,456239,JR>[,738526,MN
456241,456241,SWR[,738532,MN
456250,456250,GWR==[,738564,MN
456316,456316,JR>[,738775,MN
456365,456365,NWS[,738936,MN
456372,456372,PVR[,738960,MN
456456,456456,BRX[,739196,MN
456501,456501,KLH[,739326,MN
456512,456512,KLH[,739359,MN
456583,456583,JCB[,739583,MN
456626,456626,QWM[,739720,MN
456658,456658,QWM[,739819,MN
456730,456730,BRX[,740040,MN
456739,456739,JR>[,740072,MN
456751,456751,HLK[,740112,MN
456924,456924,JY>[,740644,MN
456973,456973,JD<[,740790,MN
456990,456990,HLK[,740842,MN
456993,456993,HLK[,740851,MN
457006,457006,<LH[,740885,MN
457009,457009,CWB[,740894,MN
457043,457043,QWM[,740999,MN
457046,457046,JY>[,741009,MN
457081,457081,JY>[,741107,MN
457240,457240,JRD[,741587,MN
457309,457309,LQX[,741791,MN
457324,457324,JY>[,741837,MN
457638,457638,SWR[,742808,MN
457645,457645,SWR[,742829,MN
457659,457659,JR>[,742886,MN
457681,457681,QWM[,742956,MN
457834,457834,LQX[,743424,MN
457902,457902,NWS[,743632,MN
457908,457908,XJL[,743655,MN
457959,457959,BW>[,743817,MN
457974,457974,NWS[,743859,MN
458118,458118,JY>[,744265,MN
458142,458142,NVH[,744346,MN
458155,458155,SWR[,744380,MN
458158,458158,SWR[,744389,MN
458164,458164,JY>[,744409,MN
458186,458186,CWB[,744476,MN
458201,458201,CWB[,744525,MN
458301,458301,BW>[,744834,MN
458326,458326,JY>[,744900,MN
458398,458398,BW>[,745137,MN
458543,458543,HLK[,745592,MN
458677,458677,JY>[,746026,MN
458685,458685,SWR[,746056,MN
458911,458911,BXR[,746778,MN
458918,458918,XZQ[,746796,MN
458920,458920,XZQ[,746805,MN
458929,458929,NWS[,746828,MN
458932,458932,NWS[,746837,MN
458934,458934,CWB[,746844,MN
458951,458951,NWS[,746894,MN
458968,458968,QWM[,746948,MN
458995,458995,JY>[,747035,MN
459031,459031,CWB[,747151,MN
459041,459041,NPL[,747178,MN
459102,459102,>KL[,747366,MN
459103,459103,CTH[,747369,MN
459108,459108,LQX[,747385,MN
459138,459138,SWR[,747483,MN
459191,459191,QWM[,747652,MN
459312,459312,JY>[,748004,MN
459315,459315,BRH[,748014,MN
459340,459340,XZQ[,748079,MN
459650,459650,BW>[,748996,MN
459748,459748,BW>[,749290,MN
459787,459787,<BR[,749397,MN
459804,459804,BW>[,749445,MN
459843,459843,CM<[,749556,MN
459851,459851,<BR[,749587,MN
459909,459909,JY>[,749745,MN
460073,460073,<LH[,750245,MN
460346,460346,BRX[,751069,MN
460395,460395,JY>[,751216,MN
460454,460454,JRD[,751398,MN
460503,460503,>KL[,751576,MN
460547,460547,JY>[,751719,MN
460632,460632,HLK[,751948,MN
460639,460639,PWY[,751974,MN
460771,460771,B<R[,752381,MN
460789,460789,CLX[,752430,MN
460802,460802,RC<[,752465,MN
460805,460805,SWR[,752473,MN
460869,460869,XGR[,752634,MN
460931,460931,NWS[,752803,MN
461132,461132,QNH[,753352,MN
461323,461323,<LH[,753946,MN
461344,461344,JR>[,754007,MN
461746,461746,JR>[,755210,MN
461823,461823,BW>[,755424,MN
461909,461909,JY>[,755679,MN
462221,462221,JY>[,756626,MN
462339,462339,CWB[,756970,MN
462371,462371,BW>[,757061,MN
462429,462429,QWM[,757238,MN
462503,462503,CWB[,757455,MN
462531,462531,JY>[,757548,MN
462674,462674,JY>[,758017,MN
462699,462699,NVH[,758111,MN
462729,462729,QWM[,758203,MN
462755,462755,BRX[,758297,MN
462779,462779,JY>[,758374,MN
462847,462847,BRX[,758594,MN
462897,462897,<BH[,758735,MN
462969,462969,JY>[,758953,MN
463003,463003,BD>[,759059,MN
463079,463079,BW>[,759293,MN
463089,463089,BW>[,759322,MN
463123,463123,BW>[,759422,MN
463194,463194,CWB[,759627,MN
463314,463314,BXR[,759978,MN
463357,463357,SWR[,760125,MN
463399,463399,<LH[,760262,MN
463512,463512,<LH[,760617,MN
463591,463591,HLK[,760845,MN
463596,463596,CTH[,760857,MN
463606,463606,CTH[,760886,MN
463757,463757,HLK[,761308,MN
464072,464072,HLK[,762170,MN
464088,464088,CWB[,762215,MN
464132,464132,MN<[,762330,MN
464190,464190,JY>[,762481,MN
464196,464196,JY>[,762498,MN
464215,464215,XZQ[,762553,MN
464217,464217,XZQ[,762562,MN
464226,464226,XZQ[,762591,MN
464287,464287,LQX[,762768,MN
464301,464301,HLK[,762815,MN
464527,464527,DRC[,763457,MN
464621,464621,<BR[,763727,MN
464663,464663,CWB[,763839,MN
464700,464700,SWR[,763953,MN
464743,464743,XJH[,764090,MN
464756,464756,JRD[,764122,MN
464777,464777,JRD[,764175,MN
464799,464799,JRD[,764233,MN
464801,464801,JRD[,764240,MN
464813,464813,JRD[,764272,MN
464815,464815,JRD[,764279,MN
464826,464826,JRD[,764311,MN
464832,464832,JR>[,764328,MN
464844,464844,JRD[,764360,MN
464855,464855,HLK[,764399,MN
464898,464898,<MD[,764520,MN
464934,464934,NPL[,764620,MN
464938,464938,NPL[,764631,MN
464991,464991,JY>[,764788,MN
465001,465001,JY>[,764810,MN
465014,465014,SWR[,764853,MN
465019,465019,JY>[,764873,MN
465110,465110,NWS[,765130,MN
465122,465122,XZQ[,765167,MN
465131,465131,NS<[,765196,MN
465155,465155,HLK[,765266,MN
465374,465374,BW>[,765858,MN
465508,465508,LQX[,766238,MN
465516,465516,NPL[,766261,MN
465534,465534,LQX[,766307,MN
465547,465547,HPK[,766343,MN
465553,465553,JY>[,766359,MN
465559,465559,LQX[,766381,MN
465763,465763,>KL[,766937,MN
465807,465807,NF>[,767054,MN
465839,465839,JY>[,767135,MN
465842,465842,JY>[,767141,MN
465888,465888,>KL[,767275,MN
465906,465906,CWB[,767333,MN
465941,465941,XJH[,767431,MN
465951,465951,XJH[,767455,MN
465977,465977,HLK[,767526,MN
466004,466004,PC<[,767607,MN
466013,466013,PC<[,767637,MN
466114,466114,JY>[,767928,MN
466181,466181,JY>[,768092,MN
466326,466326,HLK[,768500,MN
466405,466405,SWR[,768725,MN
466417,466417,SWR[,768758,MN
466598,466598,<LH[,769319,MN
466615,466615,SWR[,769375,MN
466623,466623,JY>[,769406,MN
466625,466625,SWR[,769415,MN
466643,466643,SWR[,769472,MN
466714,466714,LQX[,769677,MN
466802,466802,SWR[,769957,MN
466849,466849,SWR[,770108,MN
466864,466864,<LH[,770152,MN
466880,466880,SWR[,770199,MN
466899,466899,SWR[,770265,MN
466912,466912,SWR[,770305,MN
466985,466985,CLX[,770530,MN
466987,466987,BW>[,770536,MN
466988,466988,BW>[,770540,MN
467060,467060,CWB[,770789,MN
467097,467097,QR<[,770903,MN
467103,467103,SWR[,770923,MN
467206,467206,SWR[,771268,MN
467235,467235,CWB[,771355,MN
467370,467370,JR>[,771763,MN
467381,467381,NS<[,771796,MN
467488,467488,JY>[,772077,MN
467585,467585,BW>[,772368,MN
467601,467601,LQX[,772415,MN
467602,467602,JY>[,772418,MN
467648,467648,BXR[,772553,MN
467684,467684,JY>[,772659,MN
467735,467735,>SP[,772817,MN
467894,467894,BW>[,773300,MN
467901,467901,BW>[,773321,MN
467927,467927,CWB[,773413,MN
467999,467999,JY>[,773641,MN
468100,468100,GLH[,773983,MN
468111,468111,JR>[,774018,MN
468124,468124,JR>[,774054,MN
427834,427834,HLK[,652375,<L
428176,428176,HLK[,653468,<L
428202,428202,NWX[,653559,<L
428332,428332,FJM[,653969,<L
428422,428422,PWY[,654253,<L
428770,428770,JRD[,655316,<L
428774,428774,NPL[,655328,<L
428851,428851,CKN[,655567,<L
428873,428873,NPL[,655638,<L
428913,428913,NPL[,655776,<L
428965,428965,<BR[,655943,<L
429223,429223,JY>[,656669,<L
429249,429249,BW>[,656758,<L
429510,429510,FJM[,657589,<L
429887,429887,PNH[,658672,<L
429934,429934,RKB[,658800,<L
430011,430011,NPL[,659018,<L
430114,430114,MWT[,659342,<L
430159,430159,RJB[,659488,<L
430700,430700,JLD[,661087,<L
430991,430991,JCB[,661997,<L
431171,431171,<BR[,662526,<L
431232,431232,NPL[,662705,<L
431403,431403,BW>[,663212,<L
431408,431408,BW>[,663229,<L
431664,431664,MLK[,663988,<L
432067,432067,QYP[,665155,<L
432171,432171,QYP[,665498,<L
432194,432194,CM<[,665567,<L
432274,432274,NCQ[,665807,<L
432293,432293,JY>[,665878,<L
432914,432914,NPL[,667677,<L
432916,432916,BKH[,667683,<L
432918,432918,BKH[,667689,<L
432939,432939,XWS[,667750,<L
433050,433050,NPL[,668079,<L
433158,433158,XZQ[,668416,<L
433214,433214,JCB[,668601,<L
433234,433234,MWT[,668659,<L
433265,433265,CJT[,668757,<L
433393,433393,Y<D[,669087,<L
433405,433405,GBR[,669118,<L
433437,433437,NPL[,669206,<L
433438,433438,BKH[,669209,<L
433554,433554,QWM[,669562,<L
433582,433582,R>H[,669646,<L
433627,433627,JRD[,669787,<L
433636,433636,XML[,669810,<L
433688,433688,JCB[,669961,<L
433836,433836,FJM[,670389,<L
434033,434033,KBD[,670960,<L
434052,434052,FJM[,671016,<L
434084,434084,R>H[,671098,<L
434501,434501,JRD[,672385,<L
434625,434625,<LH[,672767,<L
434632,434632,<LH[,672795,<L
434750,434750,KSS[,673165,<L
434756,434756,NTN[,673187,<L
434779,434779,PSX[,673266,<L
434820,434820,PSX[,673415,<L
434835,434835,PSX[,673459,<L
434864,434864,XZQ[,673536,<L
435009,435009,SGR[,674001,<L
435105,435105,CWB[,674311,<L
435183,435183,NPL[,674511,<L
435341,435341,QYP[,674960,<L
435465,435465,JCB[,675341,<L
435512,435512,XDH[,675491,<L
435522,435522,ZJD[,675522,<L
435529,435529,<MD[,675545,<L
435574,435574,BW>[,675685,<L
435628,435628,JRD[,675875,<L
435661,435661,JRD[,675966,<L
435669,435669,JRD[,675992,<L
435771,435771,<LH[,676301,<L
435849,435849,CJT[,676544,<L
435911,435911,ZRX[,676742,<L
436016,436016,<NH[,677064,<L
436104,436104,RBB[,677348,<L
436145,436145,ZRQ[,677485,<L
436174,436174,CKN[,677571,<L
436207,436207,NTN[,677672,<L
436322,436322,SRX[,678042,<L
436505,436505,NTN[,678619,<L
436586,436586,JYQ[,678889,<L
436598,436598,NTN[,678934,<L
436610,436610,ZRQ[,678974,<L
436613,436613,NTN[,678985,<L
436621,436621,NTN[,679012,<L
436798,436798,JSK[,679560,<L
437197,437197,<BR[,680700,<L
437354,437354,BW>[,681160,<L
437712,437712,FJM[,682243,<L
437741,437741,NTN[,682347,<L
437857,437857,CKN[,682726,<L
438076,438076,XV>[,683422,<L
438112,438112,NTN[,683550,<L
438128,438128,NTN[,683608,<L
438141,438141,NTN[,683658,<L
438180,438180,XV>[,683766,<L
438349,438349,NZH[,684281,<L
438350,438350,NZH[,684284,<L
438535,438535,NTN[,684825,<L
438560,438560,NTN[,684916,<L
438568,438568,FJM[,684944,<L
438639,438639,NTN[,685163,<L
438682,438682,NPL[,685312,<L
438710,438710,QYP[,685398,<L
438743,438743,QYP[,685506,<L
438862,438862,NPL[,685836,<L
438874,438874,BW>[,685870,<L
438878,438878,NPL[,685884,<L
438885,438885,NPL[,685905,<L
438889,438889,NPL[,685918,<L
438950,438950,JCB[,686090,<L
439155,439155,<VH[,686743,<L
439256,439256,NTN[,687046,<L
439258,439258,JYQ[,687053,<L
439264,439264,NTN[,687082,<L
439291,439291,NTN[,687173,<L
439297,439297,NTN[,687203,<L
439399,439399,CKB[,687515,<L
439401,439401,JCB[,687522,<L
439408,439408,JCB[,687543,<L
439420,439420,RKB[,687583,<L
439468,439468,CKB[,687746,<L
439470,439470,JCB[,687753,<L
439477,439477,JCB[,687775,<L
439489,439489,CKB[,687815,<L
439496,439496,CKB[,687836,<L
439498,439498,JCB[,687845,<L
439552,439552,<LH[,688025,<L
439555,439555,<LH[,688034,<L
439592,439592,NTN[,688154,<L
439869,439869,<MD[,688989,<L
439881,439881,<LH[,689030,<L
439906,439906,>KL[,689112,<L
440107,440107,BW>[,689704,<L
440526,440526,JCB[,690967,<L
440529,440529,JCB[,690979,<L
440766,440766,CMM[,691793,<L
441177,441177,XNH[,692979,final_h
441188,441188,XNH[,693004,final_h
441248,441248,NTN[,693197,<L
441256,441256,NTN[,693225,<L
441400,441400,<BR[,693634,<L
441403,441403,<BR[,693644,<L
441469,441469,<BR[,693880,<L
441489,441489,<BR[,693944,<L
441494,441494,BW>[,693957,<L
441500,441500,MWT[,693976,<L
441508,441508,XV>[,694007,<L
441533,441533,NTN[,694085,<L
441538,441538,NTN[,694100,<L
441899,441899,CKN[,695109,<L
441916,441916,CKN[,695160,<L
442051,442051,JRD[,695573,<L
442052,442052,JRD[,695569,<L
442070,442070,BKH[,695632,<L
442091,442091,FJM[,695699,<L
442139,442139,NTN[,695844,<L
442141,442141,NWX[,695848,<L
442147,442147,NWX[,695866,<L
442167,442167,NVC[,695928,<L
442368,442368,NPL[,696531,<L
