,clause,verb,phrase,cmpl_type,cmpl_func
437843,437843,NTN[,682681,final_h,DIR
441168,441168,XNH[,692955,final_h,-
442149,442149,JY>[,695874,final_h,DIR
442363,442363,CWB[,696518,final_h,DIR
442367,442367,CWB[,696527,final_h,DIR
442444,442444,BW>[,696764,final_h,DIR
442762,442762,JRD[,697734,final_h,DIR
442773,442773,JRD[,697766,final_h,DIR
443130,443130,JRD[,698934,final_h,DIR
443277,443277,JY>[,699388,final_h,DIR
444486,444486,HLK[,702960,final_h,DIR
444522,444522,BW>[,703080,final_h,DIR
444624,444624,JY>[,703405,final_h,DIR
444648,444648,<BR[,703483,final_h,DIR
444651,444651,<BR[,703494,final_h,DIR
444663,444663,JY>[,703536,final_h,-
444670,444670,JRD[,703567,final_h,-
444724,444724,NWS[,703725,final_h,DIR
444741,444741,NWS[,703777,final_h,DIR
444753,444753,NWS[,703814,final_h,DIR
444794,444794,NWS[,703937,final_h,DIR
444798,444798,NWS[,703954,final_h,DIR
444955,444955,<LH[,704449,final_h,DIR
445015,445015,BW>[,704614,final_h,DIR
445022,445022,BW>[,704634,final_h,DIR
445026,445026,NS<[,704647,final_h,DIR
445037,445037,<LH[,704671,final_h,DIR
445048,445048,<LH[,704703,final_h,DIR
445062,445062,NS<[,704746,final_h,DIR
445069,445069,PNH[,704767,final_h,DIR
445291,445291,NF>[,705437,final_h,DIR
445385,445385,NF>[,705713,final_h,DIR
446064,446064,<LH[,707731,final_h,DIR
446137,446137,JRD[,707949,final_h,DIR
446282,446282,BW>[,708403,final_h,DIR
446918,446918,NWS[,710360,final_h,DIR
446920,446920,NWS[,710367,final_h,DIR
447364,447364,JY>[,711747,final_h,DIR
447612,447612,JRD[,712516,final_h,DIR
448174,448174,<LH[,714203,final_h,DIR
448207,448207,BW>[,714294,final_h,DIR
448578,448578,BW>[,715310,final_h,DIR
448708,448708,<BR[,715655,final_h,DIR
448897,448897,HLK[,716220,final_h,DIR
448928,448928,BW>[,716311,final_h,DIR
449271,449271,<LH[,717376,final_h,DIR
449323,449323,<LH[,717535,final_h,DIR
449416,449416,RWY[,717821,final_h,DIR
449533,449533,<LH[,718173,final_h,DIR
449879,449879,CWB[,719267,final_h,DIR
449888,449888,<FH[,719291,final_h,-
449926,449926,RDP[,719406,final_h,DIR
450181,450181,<BR[,720135,final_h,DIR
450184,450184,<LH[,720145,final_h,DIR
450186,450186,<BR[,720151,final_h,DIR
450216,450216,T>R[,720254,final_h,-
450317,450317,JY>[,720495,final_h,-
450358,450358,JRD[,720628,final_h,-
450383,450383,<LH[,720709,final_h,DIR
450428,450428,LQX[,720861,final_h,LOC
450463,450463,JY>[,720983,final_h,-
450476,450476,JRD[,721021,final_h,-
450480,450480,GBL[,721036,final_h,-
450509,450509,<LH[,721113,final_h,-
450513,450513,CWB[,721124,final_h,-
450548,450548,CWB[,721243,final_h,-
450591,450591,NWS[,721372,final_h,DIR
450617,450617,NWS[,721460,final_h,DIR
450950,450950,>SP[,722442,final_h,DIR
450970,450970,BW>[,722511,final_h,DIR
451214,451214,LXY[,723311,final_h,DIR
451400,451400,JY>[,723911,final_h,DIR
451401,451401,JY>[,723915,final_h,DIR
451478,451478,HLK[,724162,final_h,DIR
452006,452006,NWS[,725679,final_h,DIR
452036,452036,BW>[,725774,final_h,DIR
452162,452162,HLK[,726166,final_h,DIR
452178,452178,BW>[,726219,final_h,DIR
452251,452251,HLK[,726442,final_h,DIR
452390,452390,NWS[,726864,final_h,DIR
452546,452546,BW>[,727358,final_h,DIR
452656,452656,<BR[,727709,final_h,DIR
452823,452823,NPL[,728226,final_h,DIR
452843,452843,JRD[,728292,final_h,DIR
452862,452862,JRD[,728358,final_h,DIR
452863,452863,BW>[,728361,final_h,DIR
453057,453057,HLK[,728948,final_h,DIR
453338,453338,BW>[,729791,final_h,DIR
453382,453382,SWR[,729914,final_h,DIR
453391,453391,BW>[,729938,final_h,DIR
453656,453656,BW>[,730711,final_h,DIR
453803,453803,<LH[,731173,final_h,DIR
454640,454640,QBY[,733694,final_h,DIR
454849,454849,<LH[,734348,final_h,DIR
454932,454932,JY>[,734584,final_h,DIR
454996,454996,BW>[,734770,final_h,DIR
455070,455070,HLK[,735003,final_h,DIR
455598,455598,NPL[,736629,final_h,DIR
455674,455674,BW>[,736855,final_h,DIR
455774,455774,HLK[,737153,final_h,DIR
455862,455862,HLK[,737403,final_h,DIR
455988,455988,BW>[,737779,final_h,DIR
456437,456437,HLK[,739146,final_h,DIR
456659,456659,NPL[,739822,final_h,DIR
456674,456674,BW>[,739863,final_h,DIR
456981,456981,HLK[,740814,final_h,DIR
457143,457143,<LH[,741308,final_h,DIR
457474,457474,NPL[,742290,final_h,DIR
457658,457658,NPL[,742882,final_h,DIR
457693,457693,QBY[,742990,final_h,DIR
457949,457949,BW>[,743783,final_h,DIR
457952,457952,QBR[,743793,final_h,LOC
457964,457964,NPL[,743830,final_h,DIR
458394,458394,BRX[,745124,final_h,DIR
458947,458947,BW>[,746882,final_h,DIR
459165,459165,CKB[,747577,final_h,LOC
459245,459245,HLK[,747803,final_h,DIR
459436,459436,CKB[,748359,final_h,LOC
459479,459479,CLX[,748481,final_h,DIR
459604,459604,HLK[,748851,final_h,DIR
459708,459708,HLK[,749174,final_h,DIR
460052,460052,BW>[,750179,final_h,DIR
460094,460094,BW>[,750309,final_h,DIR
460102,460102,BW>[,750337,final_h,DIR
460373,460373,BW>[,751153,final_h,DIR
460492,460492,<BR[,751533,final_h,DIR
460565,460565,CPK[,751773,final_h,DIR
460586,460586,<BR[,751836,final_h,DIR
460704,460704,TL>[,752175,final_h,DIR
461038,461038,BW>[,753061,final_h,DIR
461040,461040,BW>[,753066,final_h,DIR
461571,461571,HLK[,754688,final_h,DIR
461616,461616,HLK[,754826,final_h,DIR
461889,461889,CLX[,755628,final_h,DIR
462159,462159,NTN[,756430,final_h,-
462583,462583,BW>[,757706,final_h,DIR
462589,462589,BW>[,757724,final_h,DIR
463050,463050,BW>[,759197,final_h,DIR
463093,463093,HLK[,759331,final_h,DIR
463274,463274,BW>[,759846,final_h,DIR
463296,463296,BW>[,759920,final_h,DIR
463592,463592,PNH[,760849,final_h,DIR
463613,463613,HLK[,760906,final_h,DIR
463619,463619,HLK[,760921,final_h,DIR
463935,463935,GHR[,761795,final_h,DIR
463960,463960,HLK[,761855,final_h,DIR
464231,464231,<LH[,762607,final_h,DIR
464252,464252,NWS[,762675,final_h,DIR
464340,464340,BW>[,762930,final_h,DIR
464716,464716,HLK[,764000,final_h,DIR
464891,464891,CLX[,764502,final_h,DIR
465180,465180,SWR[,765333,final_h,DIR
465191,465191,SWR[,765362,final_h,DIR
465193,465193,BW>[,765368,final_h,DIR
465195,465195,CKB[,765374,final_h,LOC
465313,465313,BW>[,765689,final_h,DIR
465344,465344,CWB[,765777,final_h,DIR
465571,465571,BW>[,766411,final_h,DIR
465626,465626,CLX[,766552,final_h,DIR
466006,466006,<BR[,767615,final_h,DIR
466043,466043,BW>[,767734,final_h,DIR
466069,466069,BW>[,767797,final_h,DIR
466118,466118,HLK[,767937,final_h,DIR
466209,466209,BW>[,768172,final_h,DIR
466304,466304,NPL[,768434,final_h,-
466563,466563,NTN[,769209,final_h,DIR
466776,466776,CWB[,769864,final_h,DIR
466788,466788,NWS[,769909,final_h,DIR
468075,468075,NF>[,773903,final_h,DIR
